"KEGG_CHEBI","GENE","DRUGBANK_CHEBI","KEGG_NAME","DRUGBANK_NAME","DRUGBANK_CATEGORY","DRUGBANK_GROUPS","DRUGBANK_ID","KEGG_PATHWAY_NAMES"
"CHEBI:16708","PNP","CHEBI:567361","adenine","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism"
"CHEBI:16750","PNP","CHEBI:490877","guanosine","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Purine metabolism"
"CHEBI:16750","PNP","CHEBI:567361","guanosine","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism"
"CHEBI:16761","DCK","CHEBI:63599","ADP","fludarabine phosphate","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;DNA (Cytosine-5-)-Methyltransferase, antagonists & inhibitors;Enzyme Inhibitors;Immunologic Factors;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myeloablative Agonists;Myelosuppressive Agents;Noxae;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Therapeutic Uses;Toxic Actions","approved","DB01073","Purine metabolism"
"CHEBI:16761","ADK","CHEBI:63580","ADP","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Purine metabolism"
"CHEBI:16856","GLO1","CHEBI:49662","glutathione","indometacin","Acetic Acid Derivatives and Related Substances;Analgesics;Analgesics, Non-Narcotic;Anti-Inflammatory Agents;Anti-Inflammatory Agents, Non-Steroidal;Antiinflammatory Agents, Non-Steroids;Antiinflammatory and Antirheumatic Products;Antiinflammatory and Antirheumatic Products, Non-Steroids;Antiinflammatory Preparations, Non-Steroids for Topical Use;Antirheumatic Agents;Cardiac Therapy;Cardiovascular Agents;Cardiovascular System;Central Nervous System Agents;Chemical Actions and Uses;Cyclooxygenase Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C9 Substrates;Enzyme Inhibitors;Gout Suppressants;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Indoles;Molecular Mechanisms of Pharmacological Action;Musculo-Skeletal System;Ophthalmologicals;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Peripheral Nervous System Agents;Pharmacologic Actions;Physiological Effects of Drugs;Reproductive Control Agents;Sensory Organs;Sensory System Agents;Therapeutic Uses;Tocolytic Agents;Topical Products for Joint and Muscular Pain;UGT1A1 Inhibitors","approved;investigational","DB00328","Pyruvate metabolism"
"CHEBI:16958","ABAT","CHEBI:63638","beta-alanine","vigabatrin","Acids, Acyclic;Amino Acids;Amino Acids, Peptides, and Proteins;Aminobutyrates;Anticonvulsants;Butyrates;Carboxylic Acids;Central Nervous System Agents;Central Nervous System Depressants;Chemical Actions and Uses;Enzyme Inhibitors;Fatty Acid Derivatives;Fatty Acids;Fatty Acids, Volatile;GABA Agents;gamma-Aminobutyric Acid;Lipids;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Therapeutic Uses","approved","DB01080","Propanoate metabolism;beta-Alanine metabolism"
"CHEBI:16958","ABAT","CHEBI:39867","beta-alanine","valproic acid","Acids, Acyclic;Anticonvulsants;Antimanic Agents;Carboxylic Acids;Central Nervous System Agents;Central Nervous System Depressants;Chemical Actions and Uses;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inducers;Cytochrome P-450 CYP2A6 Substrates;Cytochrome P-450 CYP2B6 Substrates;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors (moderate);Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP3A Inhibitors;Enzyme Inhibitors;Fatty Acid Derivatives;Fatty Acids;Fatty Acids, Volatile;GABA Agents;Lipids;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;Organic Chemicals;Pentanoic Acids;Pharmacologic Actions;Physiological Effects of Drugs;Psychotropic Drugs;Therapeutic Uses;Tranquilizing Agents;Valerates","approved;investigational","DB00313","Propanoate metabolism;beta-Alanine metabolism"
"CHEBI:16962","AKR1D1","CHEBI:5062","cortisone","finasteride","5-alpha Reductase Inhibitors;Alpha-Adrenoreceptor Antagonists;Androstanes;Androstenes;Azasteroids;Chemical Actions and Uses;Cytochrome P-450 CYP3A4 Substrates;Dermatologicals;Drugs Used in Benign Prostatic Hypertrophy;Enzyme Inhibitors;Genito Urinary System and Sex Hormones;Hormone Antagonists;Hormones, Hormone Substitutes, and Hormone Antagonists;Molecular Mechanisms of Pharmacological Action;Pharmacologic Actions;Physiological Effects of Drugs;Polycyclic Compounds;Steroid Synthesis Inhibitors;Steroids;Steroids, Heterocyclic;Testosterone-5-Alpha Reductase Inhibitors;Therapeutic Uses;Urological Agents;Urologicals","approved","DB01216","Steroid hormone biosynthesis"
"CHEBI:16977","ABAT","CHEBI:39867","L-alanine","valproic acid","Acids, Acyclic;Anticonvulsants;Antimanic Agents;Carboxylic Acids;Central Nervous System Agents;Central Nervous System Depressants;Chemical Actions and Uses;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inducers;Cytochrome P-450 CYP2A6 Substrates;Cytochrome P-450 CYP2B6 Substrates;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors (moderate);Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP3A Inhibitors;Enzyme Inhibitors;Fatty Acid Derivatives;Fatty Acids;Fatty Acids, Volatile;GABA Agents;Lipids;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;Organic Chemicals;Pentanoic Acids;Pharmacologic Actions;Physiological Effects of Drugs;Psychotropic Drugs;Therapeutic Uses;Tranquilizing Agents;Valerates","approved;investigational","DB00313",""
"CHEBI:16977","ABAT","CHEBI:63638","L-alanine","vigabatrin","Acids, Acyclic;Amino Acids;Amino Acids, Peptides, and Proteins;Aminobutyrates;Anticonvulsants;Butyrates;Carboxylic Acids;Central Nervous System Agents;Central Nervous System Depressants;Chemical Actions and Uses;Enzyme Inhibitors;Fatty Acid Derivatives;Fatty Acids;Fatty Acids, Volatile;GABA Agents;gamma-Aminobutyric Acid;Lipids;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Therapeutic Uses","approved","DB01080",""
"CHEBI:17154","PNP","CHEBI:490877","nicotinamide","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Nicotinate and nicotinamide metabolism"
"CHEBI:17154","PNP","CHEBI:567361","nicotinamide","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Nicotinate and nicotinamide metabolism"
"CHEBI:17172","PNP","CHEBI:490877","2'-deoxyguanosine","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Purine metabolism"
"CHEBI:17172","PNP","CHEBI:567361","2'-deoxyguanosine","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism"
"CHEBI:17172","NT5C2","CHEBI:63580","2'-deoxyguanosine","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Purine metabolism"
"CHEBI:17202","IMPDH2","CHEBI:168396","IMP","mycophenolic acid","Acids, Acyclic;Anti-Inflammatory Agents, Non-Steroidal;Antibiotics, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Caproates;Carboxylic Acids;Chemical Actions and Uses;Enzyme Inhibitors;Fatty Acids;Fatty Acids, Volatile;Immunologic Factors;Immunosuppressive Agents;IMP Dehydrogenase, antagonists & inhibitors;Lipids;Molecular Mechanisms of Pharmacological Action;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Selective Immunosuppressants;Therapeutic Uses","approved","DB01024","Purine metabolism"
"CHEBI:17202","IMPDH1","CHEBI:8764","IMP","mycophenolate mofetil","Anti-Inflammatory Agents, Non-Steroidal;BCRP/ABCG2 Substrates;Chemical Actions and Uses;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP3A4 Substrates;Enzyme Inhibitors;Immunologic Factors;Immunosuppressive Agents;IMP Dehydrogenase, antagonists & inhibitors;Molecular Mechanisms of Pharmacological Action;OATP1B1/SLCO1B1 Substrates;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Physiological Effects of Drugs","approved;investigational","DB00688","Purine metabolism"
"CHEBI:17202","IMPDH1","CHEBI:63580","IMP","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Purine metabolism"
"CHEBI:17202","IMPDH1","CHEBI:168396","IMP","mycophenolic acid","Acids, Acyclic;Anti-Inflammatory Agents, Non-Steroidal;Antibiotics, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Caproates;Carboxylic Acids;Chemical Actions and Uses;Enzyme Inhibitors;Fatty Acids;Fatty Acids, Volatile;Immunologic Factors;Immunosuppressive Agents;IMP Dehydrogenase, antagonists & inhibitors;Lipids;Molecular Mechanisms of Pharmacological Action;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Selective Immunosuppressants;Therapeutic Uses","approved","DB01024","Purine metabolism"
"CHEBI:17202","IMPDH1","CHEBI:50667","IMP","Mercaptopurine;mercaptopurine","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:17202","IMPDH1","CHEBI:2208","IMP","Mercaptopurine;purine-6-thiol","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:17202","IMPDH2","CHEBI:50667","IMP","Mercaptopurine;mercaptopurine","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:17202","HPRT1","CHEBI:50667","IMP","Mercaptopurine;mercaptopurine","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:17202","HPRT1","CHEBI:2948","IMP","azathioprine","6-Mercaptopurine;Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Antirheumatic Agents;Carbohydrates;Chemical Actions and Uses;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thionucleosides;Thiopurine Analogs;Toxic Actions","approved","DB00993","Purine metabolism"
"CHEBI:17202","HPRT1","CHEBI:2208","IMP","Mercaptopurine;purine-6-thiol","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:17202","IMPDH2","CHEBI:2208","IMP","Mercaptopurine;purine-6-thiol","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:17202","IMPDH2","CHEBI:8764","IMP","mycophenolate mofetil","Anti-Inflammatory Agents, Non-Steroidal;BCRP/ABCG2 Substrates;Chemical Actions and Uses;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP3A4 Substrates;Enzyme Inhibitors;Immunologic Factors;Immunosuppressive Agents;IMP Dehydrogenase, antagonists & inhibitors;Molecular Mechanisms of Pharmacological Action;OATP1B1/SLCO1B1 Substrates;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Physiological Effects of Drugs","approved;investigational","DB00688","Purine metabolism"
"CHEBI:17239","RRM1","CHEBI:175901","CDP","Gemcitabine;gemcitabine","Anti-Infective Agents;Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Antiviral Agents;Chemical Actions and Uses;Enzyme Inhibitors;Immunologic Factors;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Pyrimidine Analogues;Radiation-Sensitizing Agents;Ribonucleotide Reductases, antagonists & inhibitors;Therapeutic Uses;Toxic Actions","approved","DB00441","Pyrimidine metabolism"
"CHEBI:17239","RRM1","CHEBI:44423","CDP","hydroxyurea","Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Antisickling Agents;Chemical Actions and Uses;Cytochrome P-450 CYP2D6 Inhibitors;Enzyme Inhibitors;Hematologic Agents;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Therapeutic Uses;Urea","approved","DB01005","Pyrimidine metabolism"
"CHEBI:17239","RRM1","CHEBI:681569","CDP","clofarabine","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Chemical Actions and Uses;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Pharmacologic Actions;Purine Analogues;Therapeutic Uses;Toxic Actions","approved;investigational","DB00631","Pyrimidine metabolism"
"CHEBI:17239","RRM1","CHEBI:567361","CDP","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Pyrimidine metabolism"
"CHEBI:17239","RRM1","CHEBI:63599","CDP","fludarabine phosphate","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;DNA (Cytosine-5-)-Methyltransferase, antagonists & inhibitors;Enzyme Inhibitors;Immunologic Factors;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myeloablative Agonists;Myelosuppressive Agents;Noxae;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Therapeutic Uses;Toxic Actions","approved","DB01073","Pyrimidine metabolism"
"CHEBI:17345","HPRT1","CHEBI:50667","GMP","Mercaptopurine;mercaptopurine","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:17345","HPRT1","CHEBI:2948","GMP","azathioprine","6-Mercaptopurine;Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Antirheumatic Agents;Carbohydrates;Chemical Actions and Uses;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thionucleosides;Thiopurine Analogs;Toxic Actions","approved","DB00993","Purine metabolism"
"CHEBI:17345","HPRT1","CHEBI:2208","GMP","Mercaptopurine;purine-6-thiol","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:17347","AKR1D1","CHEBI:5062","testosterone","finasteride","5-alpha Reductase Inhibitors;Alpha-Adrenoreceptor Antagonists;Androstanes;Androstenes;Azasteroids;Chemical Actions and Uses;Cytochrome P-450 CYP3A4 Substrates;Dermatologicals;Drugs Used in Benign Prostatic Hypertrophy;Enzyme Inhibitors;Genito Urinary System and Sex Hormones;Hormone Antagonists;Hormones, Hormone Substitutes, and Hormone Antagonists;Molecular Mechanisms of Pharmacological Action;Pharmacologic Actions;Physiological Effects of Drugs;Polycyclic Compounds;Steroid Synthesis Inhibitors;Steroids;Steroids, Heterocyclic;Testosterone-5-Alpha Reductase Inhibitors;Therapeutic Uses;Urological Agents;Urologicals","approved","DB01216","Steroid hormone biosynthesis"
"CHEBI:17368","HPRT1","CHEBI:2208","hypoxanthine","Mercaptopurine;purine-6-thiol","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
