2-stearoylglycerophosphocholine*,0.76381,1.266382,0.671467,0.712693,1.449168,0.319197,0.431026,0.740397,0.521828,0.530619,0.203491,1.002295,0.754187,0.661643,1.598212,0.203491,1.012503,1.227535,0.369932,0.203491,0.886189,1.013863,0.2929,0.203491,0.311918,0.498227,0.339293,0.203491,0.763106,0.203491,0.509798,0.203491,0.605203,1.870375,1,0.66136,0.36723,1.044427,0.98802,1.474938,0.203491,0.203491,1.204106,0.520974,0.585964,0.34832,0.203491,0.203491,1.150197,0.67475,0.499898,0.258874,0.454811,0.783052,0.854966,0.726184,0.318659,0.520092,0.343961,2.138278,0.904371,0.203491,0.456922,2.089259,0.458446,3.628606,1.038976,0.203491,2.381176,0.305341,0.523885,2.904499,3.129383,0.778579,0.389055,0.565743,1.975479,0.203491,1.765338,0.32275,0.53038,1.225034,0.316104,0.606474,0.203491,0.803249,0.361785,0.205353,0.992389,0.785359,2.648512,1.860744,1.80758,0.367103,0.934573,0.284746,1.64748,0.203491,2.599976,0.203491,0.246003,0.349149,0.740686,0.203491,0.361691,0.489812,0.482069,0.320429,0.46985,1.441838,1.864388,3.204712,1.298684,0.203491,0.595797,0.344333,0.80745,0.603243,6.052643,0.683576,0.915332,0.203491,1.23865,0.203491,1.629653,0.203491,2.16882,0.428399,0.287679,0.401587,0.483695,0.203491,0.385636,1.8002,0.365395,0.997705,0.307105,0.203491,10.2643,0.459432,22.939692,10.905038,1.355615,27.803335,1.726285,1.641196,4.671959,7.146426,0.969818,9.605924,2.30843,1.211447,11.769759,3.113819,0.203491,5.659504,4.709455,0.522047,0.390968,7.321335,1.234912,6.084109,3.124921,1.562153,2.434734,13.019135,2.15066,31.913925,1.749642,0.709604,0.471605,0.359214,2.981219,1.514634,3.14266,4.245101,0.836783,2.865184,0.278002,1.183656,1.187904,5.743835,0.203491,14.144361,9.476714,14.942076,0.961024,3.471083,0.40027,1.338053,1.884631,1.007611,1.806813,2.895171,0.203491,0.612545,1.727788,0.819468,0.549016,1,5.150631,0.203491,1.218704,0.940171,7.430961,3.339931,1.065427,0.30259,0.655408,0.203491,0.679178,4.227349,10.961124,0.203491,1.614264,1.076406,0.203491,5.940329,2.703515,1.273893,3.309131,0.203491,0.79877,2.344948,1.280272,1.362864,1.103062,4.521725,0.615361,0.419271,3.615088,0.333998,0.203491,3.649747,2.116898,0.65376,0.203491,0.396159,0.203491,0.203491,8.026734,1.502221,0.376883,0.255038,0.971944,0.203491,6.151009,0.609507,0.203491,1.084668,0.589288,1.793949,0.203491,0.412317,1.605517,0.894994,0.450792,6.391061,0.631439,0.784116,2.046185,1.966421,2.911377,0.396107,0.203491,1,0.382574,1.488236,0.611652,0.321437,1.348867,1.20434,0.420274,2.666422,0.553178,2.016711
2-stearoylglycerophosphoethanolamine*,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.30675,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.111932,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.047737,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,0.03282,9.568247,0.03282,8.60736,6.030477,0.03282,5.294316,0.03282,1.180315,2.035388,4.823225,0.03282,4.246024,0.547816,1.026986,2.043043,0.856603,0.03282,2.111773,2.683867,0.03282,0.289082,1.570716,0.03282,1.79696,1.492073,0.03282,1.149781,8.600453,0.03282,8.012697,0.03282,0.03282,0.03282,0.03282,1.887271,1.042806,0.924653,1.662312,0.428764,1,0.03282,0.03282,0.918496,2.664784,0.128714,3.330389,4.789714,3.573101,0.03282,1.109454,0.510884,1.074441,0.779575,1.075347,0.51671,1.752395,0.03282,0.03282,0.470289,0.03282,0.495913,0.957194,4.277797,0.03282,0.438973,0.122132,11.919521,0.03282,0.03282,0.217915,0.03282,0.214822,0.03282,0.03282,6.42491,0.289669,0.272885,0.03282,0.240017,2.729812,0.03282,0.408605,0.03282,0.03282,0.03282,1.143397,1,0.880839,1.106426,1.358394,0.03282,0.03282,0.03282,0.03282,0.03282,2.301815,1.751686,0.558782,0.03282,0.03282,0.03282,0.03282,3.294669,0.03282,0.03282,0.238441,0.654391,0.03282,0.03282,0.03282,0.256831,0.03282,0.03282,0.03282,0.03282,0.529945,0.641606,0.389906,0.03282,6.01398,0.187996,0.03282,1.234718,0.824473,1.784453,0.03282,0.03282,0.333544,0.03282,0.890546,0.03282,0.231211,0.870212,0.874903,0.03282,1.561027,0.234573,0.03282
3-(4-hydroxyphenyl)lactate,0.254856,0.346557,0.274548,0.933377,1.246034,0.661034,1,0.411816,1.428944,1,1.203769,0.980284,1.250837,1.024422,0.753235,0.881371,1.233146,1.033421,3.202152,0.706995,1.530146,0.849626,0.6125,1.640369,1.485229,0.510097,1.900573,0.853823,0.884796,1.682607,1.11731,0.888699,1.26852,1.643171,0.539271,1,1.507863,1.421155,1.380558,1.188402,0.523897,1.817293,0.757304,1.448952,0.458252,0.635167,2.083578,0.642592,1.26652,1.766464,0.607366,0.566683,0.710517,1.147466,1.375622,1.615508,1.133177,0.660383,0.891867,3.542831,1.227414,0.80742,1.16007,0.453142,0.626696,0.64418,1.228605,0.254856,2.742068,2.072321,1.451058,1.774149,1.658012,1.277066,0.370134,0.997303,0.763766,0.779265,1.32878,1.361855,0.876584,1,1.044755,0.926289,0.494493,0.254856,1.097002,0.641073,0.897637,0.988999,0.926171,1.28005,3.971196,2.016123,0.930171,1.160797,0.739516,4.057528,1.011001,2.758702,0.725064,0.83023,2.266937,0.971988,0.837286,1.577722,1.011477,1.621189,0.631251,2.275735,2.376192,3.780676,2.389637,1,3.096129,1.707067,0.645038,1.005155,2.88713,1.503281,0.585504,5.744013,0.591807,0.466453,0.254856,0.577122,3.368385,0.254856,0.540103,0.65169,2.129228,0.548681,0.633323,0.756424,0.818067,2.9486,1.927924,2.426912,0.254856,0.62009,0.254856,0.594152,1.720692,0.254856,0.417957,0.254856,0.254856,1.073426,2.697197,0.254856,0.254856,0.988087,0.254856,1.209407,1.015014,0.254856,0.254856,0.254856,0.499253,0.992484,0.254856,0.371662,0.730143,0.52765,0.298119,0.705927,0.864978,0.497485,1.007516,0.601632,1.108133,2.122765,0.254856,0.695667,0.619109,1.033386,0.254856,0.637535,1.134154,2.330797,0.254856,0.254856,0.254856,0.846104,2.933094,0.704328,0.254856,1.504115,0.479241,0.254856,0.254856,0.254856,1.083876,0.54244,0.586326,0.55078,0.254856,3.816764,0.883126,0.661194,0.254856,0.254856,0.254856,0.595801,0.254856,0.590293,1.501074,0.254856,1.018214,0.658481,1.157078,0.421814,0.254856,0.696804,1.197528,0.254856,0.254856,0.254856,0.495057,0.354192,1.121326,0.577176,0.254856,0.72665,0.254856,0.401543,0.254856,0.699619,0.580447,0.568464,1.078659,3.266653,0.963645,0.254856,0.254856,0.254856,1.506135,1.939129,0.254856,0.254856,0.254856,0.69483,1.190354,0.254856,1.254848,2.180944,0.983231,6.314654,0.810851,0.800642,0.254856,1.867056,1.886941,0.254856,0.254856,0.792273,3.329939,1.356622,0.254856,0.610802,1.140677,0.254856,0.254856,0.254856,5.897147,0.446006,0.45646,0.254856,0.986258,0.254856,0.254856,0.254856,0.465435,0.254856,2.142504,1.254425
3-(cystein-S-yl)acetaminophen*,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,1,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,1.215858,0.292294,0.292294,0.861748,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.784142,0.292294,0.292294,0.292294,0.292294,0.401259,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,1.707706,1.598741,0.292294,0.292294,0.292294,0.726711,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,1,0.292294,0.292294,0.292294,0.292294,1,0.292294,0.292294,0.292294,1.953462,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294,0.292294
3-(N-acetyl-L-cystein-S-yl) acetaminophen*,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,1,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,3.187579,0.182583,0.182583,1,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,1,0.182583,0.182583,0.182583,0.182583,0.244166,0.182583,0.182583,0.182583,0.62383,0.182583,0.182583,0.182583,0.182583,0.192985,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,3.753314,1.807015,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,1,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.591576,0.182583,0.182583,0.182583,0.182583,1.817417,0.182583,0.182583,0.182583,1.991299,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583,0.182583
"3,4-dihydroxyphenethyleneglycol",0.219343,0.219343,0.219343,0.219343,0.219343,0.287633,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.340435,0.219343,0.225117,0.219343,0.445279,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.37193,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.606191,0.219343,0.471291,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.219343,0.272592,1.332319,0.219343,0.219343,0.219343,1.309748,0.903764,1.626152,0.219343,1.728873,1.336383,1.003713,1.024627,1.117737,1.046295,0.219343,0.948927,1.275751,0.219343,1.325605,0.883548,0.71223,0.938726,1.743752,1.896468,0.219343,0.219343,0.219343,1,1.76913,0.219343,1.173312,1,1.272048,1.959753,0.755774,0.928222,0.219343,0.219343,0.642022,0.985881,0.831112,0.429063,1.051073,1.000883,0.219343,0.219343,1.141239,0.219343,1.049199,0.415175,0.90346,0.219343,0.713461,0.219343,0.894231,1.493504,1.348906,2.012411,0.909265,2.195283,1.146184,0.219343,1.837688,0.219343,0.219343,1.417948,0.727484,1.384313,2.332186,1.327424,1.032826,0.219343,2.326939,2.004696,1,0.829039,1.309783,0.219343,1.968622,0.647575,0.219343,0.717996,0.219343,0.219343,0.219343,0.785033,1,0.967174,1.024058,1.290558,0.861124,0.78634,0.219343,0.700669,0.903816,0.751605,0.219343,0.219343,0.219343,1,1.517377,1.245057,4.021045,0.219343,1.581764,0.669434,0.219343,0.996287,0.219343,0.219343,0.219343,0.597359,0.219343,0.219343,1.226177,0.219343,0.219343,0.219343,0.910203,0.461866,1.330898,0.908059,0.219343,1.43258,0.798077,0.219343,0.328581,0.219343,0.219343,1.055736,0.219343,0.610962,3.196398,0.380387,0.219343,1.04615,0.475197,0.679017,0.944264,0.219343,0.219343,0.413913
3-aminoisobutyrate,3.481625,0.415593,0.784718,1.169879,0.858234,5.455821,3.947531,1.240169,3.989612,2.793584,5.059883,3.74996,0.712382,2.79574,0.192994,7.163826,22.318201,1.258028,2.406296,2.952505,2.075043,16.042019,2.344653,1.262753,0.949043,2.758545,6.178844,7.856363,0.803208,0.406282,2.219051,3.238734,0.821225,0.316596,2.411872,1,0.093676,3.368824,2.515003,0.65832,3.247938,3.861418,6.082523,4.201491,10.688845,3.06328,2.633764,12.557604,0.564498,0.509146,1.721434,7.187109,8.105099,15.26975,0.298948,8.428301,2.358813,1.260993,7.156332,0.803214,0.363277,0.020052,1.1115,1.689523,1.910469,1.616187,4.376417,23.752577,0.284841,1.013085,4.992017,0.175646,0.612764,1.996399,14.221604,5.749545,1.822943,18.882648,1.014285,14.935658,3.041,1.459946,17.184921,5.675492,24.279171,4.392032,1.553426,0.138235,0.183115,10.329948,11.169725,0.048066,0.114137,0.173776,1.942044,1.635432,0.034049,8.806727,1.344961,2.212096,4.827752,2.951214,9.066187,6.12526,2.301977,4.87629,2.385556,1.240193,6.778446,4.595507,2.030331,0.987938,1.609532,9.46673,2.266098,1.146219,13.347228,5.492918,0.039926,2.354769,1.957653,1.443988,4.929173,1.519442,0.345836,4.086851,0.216676,0.117026,1.141766,1.452877,0.235587,0.503206,0.020083,0.727696,0.119343,1.198729,1.82218,2.588201,0.646455,1.074305,0.12759,0.737534,0.485832,1.012062,0.517277,1.362458,0.363093,0.25347,0.954167,0.463532,0.689678,1.706092,0.13012,0.320157,3.140394,0.343079,1.784971,0.544281,0.409035,1.684847,0.602113,0.169752,0.262156,0.277864,0.782758,0.487614,1.203812,0.301379,0.774543,1.301187,0.452647,1.288738,0.443019,4.785757,0.30525,1.045833,0.364636,0.41193,0.052042,0.774079,0.591985,4.917186,1.236722,0.122063,0.291033,0.464941,0.238635,0.348828,2.240015,0.569313,0.514239,0.801352,2.650995,0.801271,4.228605,0.533107,1.104744,0.218444,0.986915,0.86759,0.38718,0.243854,0.203357,0.743484,0.117523,3.926595,0.488177,0.485508,1.097588,5.26104,0.530523,0.269287,0.881635,3.052117,0.635342,6.888498,0.273946,1.809411,0.8885,0.208368,2.743635,0.318002,1.285407,0.688028,0.218685,0.735201,6.000832,0.759597,1.935929,0.51936,0.14423,0.315903,0.191152,0.54276,0.388807,0.430757,2.515528,3.21955,1.301746,0.530323,1.424383,1.050957,0.636128,0.372034,0.234845,0.23779,1.250963,1.118364,0.296993,0.242097,0.770396,0.433046,0.599297,5.004522,0.635472,0.283218,0.62241,2.895209,0.222665,0.177651,0.206936,0.058394,0.094983,0.168993,0.322253,0.565626,0.246704,0.663647,1.68265,0.125372,0.258514,0.374966,0.064037,0.431448,0.526564,0.132126
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),1.477833,3.438857,0.374685,0.232643,0.435203,1,5.307436,3.635088,14.32323,5.475882,1.122594,0.370544,0.728246,0.383086,0.232643,1.006369,0.591219,1.876109,0.303944,0.286409,3.029546,2.184916,0.232643,0.442406,0.232643,0.710245,0.232643,1,0.232643,0.460521,0.232643,0.405149,3.020747,0.232643,0.232643,1,2.999231,12.281318,1.936465,2.655614,0.232643,0.232643,3.809548,2.519559,1.080958,1,1.491076,0.575132,0.297404,4.658043,0.55207,0.616811,0.862281,3.355057,0.497432,8.733883,1.729682,0.232643,3.407503,0.232643,0.232643,0.772079,0.232643,15.589775,1.544983,2.856759,1.512386,0.469397,0.232643,0.878986,0.232643,0.232643,0.872573,0.428171,0.277786,2.49589,0.601272,1.850412,1.040012,0.736437,0.283667,0.232643,0.232643,4.307033,2.35466,0.232643,0.232643,0.232643,2.519674,0.38526,0.605535,4.539276,0.232643,0.269935,0.232643,0.232643,5.426619,0.528911,0.858833,0.232643,0.753448,0.232643,0.232643,0.876991,0.232643,0.341702,3.53648,0.235937,2.300405,0.232643,0.357201,8.512546,0.993631,0.232643,1.378386,0.441282,2.689554,0.952936,0.86297,1.120842,0.257115,0.964114,3.381117,0.565834,0.475678,2.021866,0.232643,0.232643,0.797102,0.232643,2.128877,0.232643,0.232643,0.620896,0.474161,1.426549,0.232643,2.396582,1.027762,3.819129,0.278616,0.232643,0.574487,0.388114,2.361619,1.617282,7.336551,2.149325,0.962856,0.232643,0.390547,0.232643,0.232643,0.933717,0.549706,0.765432,0.232643,0.232643,0.946459,2.533785,0.232643,0.407192,0.232643,0.232643,0.232643,1.450422,0.232643,0.375911,0.232643,1.477381,1.372548,0.232643,0.232643,4.83603,1.310468,5.896277,1.666009,0.930518,0.232643,0.464594,1,1.96412,0.611218,2.265056,3.786352,0.727156,0.232643,5.306177,0.346571,0.752375,0.874624,3.16116,0.802805,5.275007,1.069482,0.232643,1.160763,0.232643,0.232643,0.566871,0.232643,10.626758,0.811344,2.730347,0.492212,0.409009,0.504098,0.232643,0.232643,0.232643,1.483119,0.743807,0.353994,2.826081,0.35147,2.464108,0.801118,0.69996,0.560835,0.232643,0.302062,7.70929,1.542965,0.232643,0.232643,0.232643,0.46881,0.407554,0.474885,1.85985,0.291365,0.350131,0.232643,0.232643,1.826269,0.557404,0.777681,1.047065,1.111612,0.232643,0.232643,1.099667,1.067531,0.232643,5.541488,0.232643,2.225678,0.232643,0.232643,1.910915,0.456061,0.232643,1.129271,0.39685,1.537552,1.644573,0.232791,0.879158,0.232643,3.275384,1.478245,0.396689,0.817948,1.209231,0.232643,1.489157,0.444845,0.232643,2.134065,0.232643,0.232643,0.575262,0.450603,0.283855,0.232643,2.263318
3-dehydrocarnitine*,1.090775,0.275647,0.249244,0.523337,1.603125,0.74108,1.012497,0.467256,0.975955,0.580313,0.564301,0.965298,0.502767,1.031852,0.750195,0.744756,3.261611,1.748656,1.353858,0.964616,1.170154,0.990711,0.963465,1.725962,1.869117,0.766315,0.750882,1.154409,1.374231,0.706337,0.544339,0.804715,0.473388,1.917992,0.569691,0.6883,0.725055,1.202278,0.744573,0.494611,0.78715,2.021527,1.017691,1.944383,0.669204,1.239098,1.231565,1.041621,0.856591,0.996464,1.346306,0.674474,0.722331,1.52297,0.747655,0.718742,0.719227,1.055493,1.26198,1.508715,1.016559,0.858713,0.626552,1.570193,1.357728,0.71748,0.823466,0.847149,0.726185,0.989174,1.14532,1.132527,1.20151,2.125336,1.568545,0.990209,1.55148,0.866603,0.841088,1.639477,2.348467,1.055829,2.614116,0.919105,1.355033,0.411719,1.189506,0.619068,0.522923,0.815289,0.752459,0.697391,1.598931,0.932534,2.334861,2.607939,0.243072,1.657155,1.034042,2.319371,1.068031,1.781424,5.25796,1.147276,0.850838,0.978738,0.457202,0.956211,0.986401,1.422187,1.491776,2.51686,0.823534,1.744978,1.201536,1.94432,0.546992,0.848796,0.199417,1.505788,0.681884,0.912211,0.717689,1.648432,0.993779,2.738955,2.044047,0.148066,0.469657,0.835055,0.460961,1.000743,0.156196,0.700655,1.257617,0.634215,2.82742,0.868342,1.109566,1.587623,1.57838,0.863899,2.096725,1.122699,0.984873,0.850242,1.079491,1.006396,0.432483,0.704243,1.060085,1.009791,1.249879,0.870733,0.931367,1.427551,1.047726,0.363756,1.013599,1.228759,1.477705,1.003536,1.395159,1.164945,0.83757,0.78252,1.297712,0.946968,0.715323,0.664333,1.526958,1.433816,0.855873,0.658453,0.998575,1.655693,0.346466,0.894617,0.439973,0.727307,0.868632,1.331,1.226898,0.732599,1.553519,0.921863,1.059435,0.923316,2.858395,0.763801,0.635231,1.001425,0.754908,0.96054,1.068899,2.288214,1.015836,0.724766,1.417952,1.53673,0.682744,1.5075,1.330041,1.532914,0.755877,0.888903,1.19669,1.022034,1.499186,2.903421,1.132278,0.848594,0.921512,1.412817,1.865912,1.423628,1.322888,0.969202,2.189282,1.133828,1.305698,0.70587,1.090593,0.987504,1.005249,1.401036,1.258851,0.66208,0.64213,2.563535,1.748532,0.809213,1.79956,2.029599,0.970419,0.783594,1.196519,2.43856,1.213047,1.906818,1.498129,1.08692,1.842208,1.021262,0.674667,1.259289,2.167087,1.610916,1.264153,0.967986,0.870158,1.425613,1.392024,0.734756,0.606926,0.827473,0.695953,0.908123,0.936392,0.732287,0.941164,1.250107,0.847718,1.324823,1.151029,1.009289,0.771014,1.957759,0.690963,0.999257,0.862189,0.679336,0.965958,1.052692,1.6445,0.377681
3'-dephosphocoenzyme A,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.581552,0.304531,0.304531,0.304531,0.304531,0.304531,0.919949,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.772872,0.304531,2.138262,0.304531,0.304531,0.304531,0.304531,0.304531,0.682217,0.304531,0.304531,0.304531,1.527743,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.635285,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,1.205048,0.598323,1.014563,0.304531,0.304531,0.304531,0.304531,2.088991,0.304531,2.588687,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.873915,0.304531,0.304531,0.304531,0.706537,0.304531,0.988936,0.304531,0.304531,0.304531,0.597254,0.304531,0.466112,0.304531,0.304531,0.304531,0.689136,0.304531,0.304531,0.610348,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.475799,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.88105,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.618788,0.304531,0.304531,2.840548,0.304531,0.304531,0.304531,0.54807,0.304531,0.863915,0.304531,0.985437,0.719754,0.304531,0.603909,1.11895,1.014963,0.304531,4.215085,1.318547,0.304531,2.372584,0.304531,1.11629,1.385645,3.264849,0.304531,0.304531,0.717447,0.304531,1.080637,0.304531,0.304531,0.304531,0.985037,1.403053,0.74202,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.683341,0.761124,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.304531,0.532524,0.59863,0.304531,0.304531,0.304531,1.558148,0.985461,0.304531,0.304531,0.304531,1.136086,0.833009,1.161843,0.776136,0.304531,0.885682,0.304531,1.088761,1.866363,1.499853,0.304531,2.401596,0.304531,0.304531,2.114815,0.304531,2.239244,0.304531,0.304531,2.089468,0.304531,0.304531,1,1.011064,0.304531,0.304531,1.39739,0.304531,0.304531,1.283957,0.304531,1.154619,1.736894,1.53721,0.304531,0.597941,8.048981,0.304531,0.304531,6.196883,1.194027,0.304531,0.304531,0.304531,1.529312,1,1.253076,1,0.304531,0.304531,0.829366,0.912174,0.737404,0.304531,0.304531,0.489069,0.304531,0.304531,0.304531,0.304531,0.304531,0.400105,0.304531,0.304531,0.304531,1.063991,0.304531,1.041003,0.304531,0.536767,1.126085,0.304531,0.304531,0.304531,0.980246,0.304531,0.304531,0.583114,0.304531,1.411185,1.871595,0.986378,0.304531
