"","X","ID","Source","FinalName"
"14","C00330","Metabolite 45","KIRC 2'-deoxyguanosine :,BRCA:2'-deoxyguanosine,BRCATang:2'-deoxyguanosine,LGG:2'-deoxyguanosine,OV:2'-deoxyguanosine,PAADHussain1:2'-deoxyguanosine,PAADHussain2:2'-deoxyguanosine","2'-deoxyguanosine"
"15","C05512","Metabolite 46","KIRC 2'-deoxyinosine :,BRCA:2'-deoxyinosine,BRCATang:2'-deoxyinosine,LGG:2'-deoxyinosine,OV:2'-deoxyinosine,PAADHussain1:2'-deoxyinosine,PAADHussain2:2'-deoxyinosine,PRADLODA:2'-deoxyinosine","2'-deoxyinosine"
"16","C05984","Metabolite 54","KIRC 2-hydroxybutyrate (ahb) :,BLCA:2-hydroxybutyric acid sodium salt,BRCA:2-hydroxybutyrate (ahb),BRCATang:2-hydroxybutyrate (ahb),LGG:2-hydroxybutyrate (ahb),OV:2-hydroxybutyrate (ahb),PAADHussain1:2-hydroxybutyrate (ahb),PAADHussain2:2-hydroxybutyrate (ahb),PRAD:2-hydroxybutyrate (ahb),PRADLODA:2-hydroxybutyrate (ahb)","2-hydroxybutyrate (ahb)"
"17","C02630","Metabolite 55","KIRC 2-hydroxyglutarate :,BRCA:2-hydroxyglutarate,BRCATang:2-hydroxyglutarate,LGG:2-hydroxyglutarate,OV:2-hydroxyglutarate,PRADLODA:2-hydroxyglutarate","2-hydroxyglutarate"
"18","C01087","Metabolite 55","KIRC 2-hydroxyglutarate :,BRCA:2-hydroxyglutarate,BRCATang:2-hydroxyglutarate,LGG:2-hydroxyglutarate,OV:2-hydroxyglutarate,PRADLODA:2-hydroxyglutarate","2-hydroxyglutarate"
"19","C07588","Metabolite 56","KIRC 2-hydroxyhippurate (salicylurate) :,BRCA:2-hydroxyhippurate (salicylurate),BRCATang:2-hydroxyhippurate (salicylurate),PRADLODA:2-hydroxyhippurate (salicylurate)","2-hydroxyhippurate (salicylurate)"
"20","C02504","Metabolite 59","KIRC 2-isopropylmalate :","2-isopropylmalate"
"21","C00631","Metabolite 74","KIRC 2-phosphoglycerate :,OV:2-phosphoglycerate,PAADHussain1:2-phosphoglycerate","2-phosphoglycerate"
"22","C03672","Metabolite 77","KIRC 3-(4-hydroxyphenyl)lactate :,BRCA:3-(4-hydroxyphenyl)lactate,BRCATang:3-(4-hydroxyphenyl)lactate,LGG:3-(4-hydroxyphenyl)lactate (hpla),OV:3-(4-hydroxyphenyl)lactate,PAADHussain1:3-(4-hydroxyphenyl)lactate,PAADHussain2:3-(4-hydroxyphenyl)lactate,PRADLODA:3-(4-hydroxyphenyl)lactate","3-(4-hydroxyphenyl)lactate"
"23","C05576","Metabolite 80","KIRC 3,4-dihydroxyphenethyleneglycol :","3,4-dihydroxyphenethyleneglycol"
"24","C05145","Metabolite 81","KIRC 3-aminoisobutyrate :,BRCA:3-aminoisobutyrate,BRCATang:3-aminoisobutyrate,LGG:3-aminoisobutyrate,OV:3-aminoisobutyrate,PAADHussain2:3-aminoisobutyrate,PRADLODA:3-aminoisobutyrate","3-aminoisobutyrate"
"25","C00882","Metabolite 84","KIRC 3'-dephosphocoenzyme a :,BRCATang:3'-dephosphocoenzyme a,PAADHussain2:3'-dephosphocoenzyme a,PRADLODA:3'-dephosphocoenzyme a","3'-dephosphocoenzyme a"
"26","C01089","Metabolite 85","KIRC 3-hydroxybutyrate (bhba) :,BRCA:3-hydroxybutyrate (bhba),BRCATang:3-hydroxybutyrate (bhba),LGG:3-hydroxybutyrate (bhba),OV:3-hydroxybutyrate (bhba),PAADHussain1:3-hydroxybutyrate (bhba),PAADHussain2:3-hydroxybutyrate (bhba),PRADLODA:3-hydroxybutyrate (bhba)","3-hydroxybutyrate (bhba)"
"27","C00671","Metabolite 90","KIRC 3-methyl-2-oxovalerate :,BRCA:3-methyl-2-oxovalerate,BRCATang:3-methyl-2-oxovalerate,OV:3-methyl-2-oxovalerate,PAADHussain1:3-methyl-2-oxovalerate,PAADHussain2:3-methyl-2-oxovalerate","3-methyl-2-oxovalerate"
"28","C03465","Metabolite 90","KIRC 3-methyl-2-oxovalerate :,BRCATang:3-methyl-2-oxovalerate,OV:3-methyl-2-oxovalerate","3-methyl-2-oxovalerate"
"29","C01152","Metabolite 91","KIRC 3-methylhistidine :,BRCA:3-methylhistidine,BRCATang:3-methylhistidine,PAADHussain2:3-methylhistidine,PRAD:3-methylhistidine (1-methylhistidine),PRADLODA:3-methylhistidine","3-methylhistidine"
"30","C00197","Metabolite 92","KIRC 3-phosphoglycerate :,OV:3-phosphoglycerate","3-phosphoglycerate"
"31","C02642","Metabolite 93","KIRC 3-ureidopropionate :,PAADHussain1:3-ureidopropionate","3-ureidopropionate"
"32","C06804","Metabolite 95","KIRC 4-acetamidophenol :,KIRC:4-acetaminophen sulfate,BRCATang:4-acetamidophenol,BRCATang:4-acetaminophen sulfate,LGG:4-acetaminophen sulfate,OV:4-acetamidophenol,OV:4-acetaminophen sulfate,PAADHussain1:4-acetamidophenol,PAADHussain1:4-acetaminophen sulfate,PRADLODA:4-acetamidophenol,PRADLODA:4-acetaminophen sulfate","4-acetaminophen sulfate"
"33","D00217","Metabolite 95","KIRC 4-acetamidophenol :,KIRC:4-acetaminophen sulfate,BRCATang:4-acetamidophenol,BRCATang:4-acetaminophen sulfate,OV:4-acetamidophenol,OV:4-acetaminophen sulfate","4-acetaminophen sulfate"
"34","C04295","Metabolite 96","KIRC 4-androsten-3beta,17beta-diol disulfate 1* :,BRCATang:4-androsten-3beta,17beta-diol disulfate 1*,LGG:4-androsten-3beta,17beta-diol disulfate 1*,OV:4-androsten-3beta,17beta-diol disulfate 1*,PAADHussain1:4-androsten-3beta,17beta-diol disulfate 1*,PAADHussain2:4-androsten-3beta,17beta-diol disulfate 1*,PRADLODA:4-androsten-3beta,17beta-diol disulfate 1*","4-androsten-3beta,17beta-diol disulfate 1*"
"35","D00179","Metabolite 96","KIRC 4-androsten-3beta,17beta-diol disulfate 1* :,BRCATang:4-androsten-3beta,17beta-diol disulfate 1*,OV:4-androsten-3beta,17beta-diol disulfate 1*","4-androsten-3beta,17beta-diol disulfate 1*"
"36","C01035","Metabolite 97","KIRC 4-guanidinobutanoate :,LGG:4-guanidinobutanoate,OV:4-guanidinobutanoate,PAADHussain1:4-guanidinobutanoate,PRAD:4-guanidinobutanoate","4-guanidinobutanoate"
"37","C00989","Metabolite 98","KIRC 4-hydroxybutyrate (ghb) :,BRCA:4-hydroxybutyrate (ghb),BRCATang:4-hydroxybutyrate (ghb),OV:4-hydroxybutyrate (ghb),PAADHussain1:4-hydroxybutyrate (ghb),PAADHussain2:4-hydroxybutyrate (ghb),PRADLODA:4-hydroxybutyrate (ghb)","4-hydroxybutyrate (ghb)"
"38","C01991","Metabolite 98","KIRC 4-hydroxybutyrate (ghb) :,BRCA:4-hydroxybutyrate (ghb),BRCATang:4-hydroxybutyrate (ghb),OV:4-hydroxybutyrate (ghb),PAADHussain1:4-hydroxybutyrate (ghb),PAADHussain2:4-hydroxybutyrate (ghb),PRADLODA:4-hydroxybutyrate (ghb)","4-hydroxybutyrate (ghb)"
"39","C03079","Metabolite 99","KIRC 4-hydroxyglutamate :","4-hydroxyglutamate"
"40","C00642","Metabolite 101","KIRC 4-hydroxyphenylacetate :,OV:4-hydroxyphenylacetate,PAADHussain1:4-hydroxyphenylacetate","4-hydroxyphenylacetate"
"41","C00233","Metabolite 102","KIRC 4-methyl-2-oxopentanoate :,BRCA:4-methyl-2-oxopentanoate,BRCATang:4-methyl-2-oxopentanoate,LGG:4-methyl-2-oxopentanoate,OV:4-methyl-2-oxopentanoate,PAADHussain1:4-methyl-2-oxopentanoate,PAADHussain2:4-methyl-2-oxopentanoate,PRAD:4-methyl-2-oxopentanoate","4-methyl-2-oxopentanoate"
"42","C00429","Metabolite 103","KIRC 5,6-dihydrouracil :,BRCA:5,6-dihydrouracil,BRCATang:5,6-dihydrouracil,LGG:5,6-dihydrouracil,OV:5,6-dihydrouracil,PAADHussain1:5,6-dihydrouracil,PAADHussain2:5,6-dihydrouracil,PRAD:5,6-dihydrouracil,PRADLODA:5,6-dihydrouracil","5,6-dihydrouracil"
"43","C00431","Metabolite 104","KIRC 5-aminovalerate :,BRCA:5-aminovalerate,OV:5-aminovalerate,OV:5-dodecenoate (12:1n7),PAADHussain1:5-aminovalerate","5-aminovalerate"
"44","C00440","Metabolite 106","KIRC 5-methyltetrahydrofolate (5methf) :,BRCATang:5-methyltetrahydrofolate (5methf)","5-methyltetrahydrofolate (5methf)"
"45","C00170","Metabolite 107","KIRC 5-methylthioadenosine (mta) :,BRCA:5-methylthioadenosine (mta),BRCATang:5-methylthioadenosine (mta),LGG:5-methylthioadenosine (mta),PAADHussain2:5-methylthioadenosine (mta),PRAD:5-methylthioadenosine (mta),PRADLODA:5-methylthioadenosine (mta)","5-methylthioadenosine (mta)"
"46","C14732","Metabolite 109","KIRC 5-oxoete :","5-oxoete"
"47","C01879","Metabolite 110","KIRC 5-oxoproline :,BRCA:5-oxoproline,BRCATang:5-oxoproline,LGG:5-oxoproline,OV:5-oxoproline,PAADHussain1:5-oxoproline,PAADHussain2:5-oxoproline,PRADLODA:5-oxoproline","5-oxoproline"
"48","C05961","Metabolite 111","KIRC 6-keto prostaglandin f1alpha :,PAADHussain1:6-keto prostaglandin f1alpha,PAADHussain2:6-keto prostaglandin f1alpha","6-keto prostaglandin f1alpha"
"49","C00345","Metabolite 112","KIRC 6-phosphogluconate :,BRCA:6-phosphogluconate,BRCATang:6-phosphogluconate,LGG:6-phosphogluconate,OV:6-phosphogluconate,PAAD:6-phospho-d-gluconate,PAADHussain1:6-phosphogluconate,PAADHussain2:6-phosphogluconate,PRAD:6-phosphogluconate,PRADLODA:6-phosphogluconate","6-phosphogluconate"
"50","G00265","Metabolite 113","KIRC 6'-sialyllactose :,BRCATang:6'-sialyllactose","6'-sialyllactose"
"51","C17337","Metabolite 114","KIRC 7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca) :,BRCA:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),BRCATang:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),LGG:7-hoca,OV:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),PAADHussain2:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),PRADLODA:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca)","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca)"
"52","C03594","Metabolite 116","KIRC 7-alpha-hydroxycholesterol :,KIRC:7-beta-hydroxycholesterol,BRCA:7-beta-hydroxycholesterol,LGG:7-alpha-hydroxycholesterol,LGG:7-beta-hydroxycholesterol,OV:7-alpha-hydroxycholesterol,OV:7-beta-hydroxycholesterol","7-beta-hydroxycholesterol"
"53","C02571","Metabolite 117","KIRC acetylcarnitine :,BRCATang:acetylcarnitine,LGG:acetylcarnitine (c2),OV:acetylcarnitine,PAAD:acetylcarnitine dl,PAADHussain1:acetylcarnitine,PAADHussain2:acetylcarnitine,PRADLODA:acetylcarnitine","acetylcarnitine"
"54","C00147","Metabolite 119","KIRC adenine :,BRCA:adenine,BRCATang:adenine,LGG:adenine,OV:adenine,PAADHussain2:adenine,PRAD:adenine,PRADLODA:adenine","adenine"
"55","D00034","Metabolite 119","KIRC adenine :,BRCA:adenine,BRCATang:adenine,OV:adenine,PRAD:adenine","adenine"
"56","C00212","Metabolite 120","KIRC adenosine :,BLCA:adenosine,BRCA:adenosine,BRCATang:adenosine,LGG:adenosine,OV:adenosine,PAAD:adenosine,PAADHussain1:adenosine,PAADHussain2:adenosine,PRAD:adenosine,PRADLODA:adenosine","adenosine"
"57","D00045","Metabolite 120","KIRC adenosine :,BLCA:adenosine,BRCA:adenosine,BRCATang:adenosine,OV:adenosine,PAAD:adenosine,PRAD:adenosine","adenosine"
"58","C07195","Metabolite 120","KIRC adenosine :,BLCA:adenosine,BRCA:adenosine,BRCATang:adenosine,LGG:adenosine,OV:adenosine,PAAD:adenosine,PAADHussain1:adenosine,PAADHussain2:adenosine,PRAD:adenosine,PRADLODA:adenosine","adenosine"
"59","D00406","Metabolite 120","KIRC adenosine :,BLCA:adenosine,BRCA:adenosine,BRCATang:adenosine,OV:adenosine,PAAD:adenosine,PRAD:adenosine","adenosine"
"60","C00946","Metabolite 121","KIRC adenosine 2'-monophosphate (2'-amp) :,BRCA:adenosine 2'-monophosphate (2'-amp),BRCATang:adenosine 2'-monophosphate (2'-amp),LGG:2'-amp,OV:adenosine 2'-monophosphate (2'-amp),PAADHussain1:adenosine 2'-monophosphate (2'-amp),PAADHussain2:adenosine 2'-monophosphate (2'-amp)","adenosine 2'-monophosphate (2'-amp)"
"61","C01367","Metabolite 122","KIRC adenosine 3'-monophosphate (3'-amp) :,BRCA:adenosine 3'-monophosphate (3'-amp),BRCATang:adenosine 3'-monophosphate (3'-amp),LGG:3'-amp,OV:adenosine 3'-monophosphate (3'-amp),PAADHussain1:adenosine 3'-monophosphate (3'-amp),PAADHussain2:adenosine 3'-monophosphate (3'-amp)","adenosine 3'-monophosphate (3'-amp)"
"62","C00020","Metabolite 123","KIRC adenosine 5'-monophosphate (amp) :,BRCA:adenosine 5'-monophosphate (amp),BRCATang:adenosine 5'-monophosphate (amp),LGG:amp,OV:adenosine 5'-monophosphate (amp),PAADHussain1:adenosine 5'-monophosphate (amp),PAADHussain2:adenosine 5'-monophosphate (amp),PRADLODA:adenosine 5'-monophosphate (amp)","adenosine 5'-monophosphate (amp)"
"63","D02769","Metabolite 123","KIRC adenosine 5'-monophosphate (amp) :,BRCA:adenosine 5'-monophosphate (amp),BRCATang:adenosine 5'-monophosphate (amp),OV:adenosine 5'-monophosphate (amp)","adenosine 5'-monophosphate (amp)"
"64","C03794","Metabolite 124","KIRC adenylosuccinate :,BRCATang:adenylosuccinate,PAADHussain1:adenylosuccinate,PAADHussain2:adenylosuccinate","adenylosuccinate"
"65","C06104","Metabolite 125","KIRC adipate :","adipate"
"66","D08839","Metabolite 125","KIRC adipate :","adipate"
"67","C16527","Metabolite 126","KIRC adrenate (22:4n6) :,BRCA:adrenate (22:4n6),BRCATang:adrenate (22:4n6),LGG:adrenate (22:4n6),OV:adrenate (22:4n6),PAADHussain1:adrenate (22:4n6),PAADHussain2:adrenate (22:4n6),PRADLODA:adrenate (22:4n6)","adrenate (22:4n6)"
"68","C00179","Metabolite 127","KIRC agmatine :,BRCATang:agmatine,PRADLODA:agmatine","agmatine"
"69","C00041","Metabolite 128","KIRC alanine :,BLCA:alanine,BRCA:alanine,BRCATang:alanine,LGG:alanine,OV:alanine,PAAD:alanine,PAADHussain1:alanine,PAADHussain2:alanine,PRAD:alanine,PRADLODA:alanine","alanine"
"70","D00012","Metabolite 128","KIRC alanine :,BLCA:alanine,BRCA:alanine,BRCATang:alanine,OV:alanine,PAAD:alanine,PRAD:alanine","alanine"
"71","C00993","Metabolite 129","KIRC alanylalanine :,OV:alanylalanine,PRAD:alanylalanine","alanylalanine"
"72","C05519","Metabolite 140","KIRC allo-threonine :,BRCA:allo-threonine,LGG:allo-threonine,PAADHussain1:allo-threonine","allo-threonine"
"73","C01425","Metabolite 141","KIRC alpha-glutamylglutamate :,PAADHussain1:alpha-glutamylglutamate","alpha-glutamylglutamate"
"74","C02477","Metabolite 145","KIRC alpha-tocopherol :,BRCA:alpha-tocopherol,BRCATang:alpha-tocopherol,LGG:alpha-tocopherol,OV:alpha-tocopherol,PAADHussain1:alpha-tocopherol,PRAD:a-tocopherol,PRADLODA:alpha-tocopherol","alpha-tocopherol"
"75","C00523","Metabolite 146","KIRC androsterone sulfate :,BRCA:androsterone sulfate,BRCATang:androsterone sulfate,OV:androsterone sulfate","androsterone sulfate"
"76","C01262","Metabolite 147","KIRC anserine :,BRCATang:anserine,LGG:anserine,PRADLODA:anserine","anserine"
"77","C00474","Metabolite 479","KIRC arabitol :,KIRC:ribitol,BRCA:ribitol,BRCATang:arabitol,BRCATang:ribitol,LGG:arabitol,LGG:ribitol,OV:arabitol,OV:ribitol,PAADHussain2:arabitol,PAADHussain2:ribitol,PAADHussain2:xylitol,PRADLODA:arabitol,PRADLODA:ribitol","ribitol"
"78","C01904","Metabolite 148","KIRC arabitol :,BRCATang:arabitol,OV:arabitol","arabitol"
"79","C00532","Metabolite 148","KIRC arabitol :,BRCATang:arabitol,LGG:arabitol,OV:arabitol,PAADHussain2:arabitol,PRADLODA:arabitol","arabitol"
"80","C00878","Metabolite 149","KIRC arabonate :,LGG:arabonate,OV:arabonate","arabonate"
"81","C06425","Metabolite 150","KIRC arachidate (20:0) :,OV:arachidate (20:0)","arachidate (20:0)"
"82","C00219","Metabolite 151","KIRC arachidonate (20:4n6) :,BRCA:arachidonate (20:4n6),BRCATang:arachidonate (20:4n6),LGG:arachidonate (20:4n6),OV:arachidonate (20:4n6),PAADHussain1:arachidonate (20:4n6),PAADHussain2:arachidonate (20:4n6),PRAD:arachidonate (20:4n6),PRADLODA:arachidonate (20:4n6)","arachidonate (20:4n6)"
"83","C00062","Metabolite 152","KIRC arginine :,BLCA:arginine,BRCA:arginine,BRCATang:arginine,LGG:arginine,OV:arginine,PAAD:arginine,PAADHussain1:arginine,PAADHussain2:arginine,PRADLODA:arginine","arginine"
"84","D02982","Metabolite 152","KIRC arginine :,BLCA:arginine,BRCA:arginine,BRCATang:arginine,OV:arginine,PAAD:arginine","arginine"
"85","C03406","Metabolite 153","KIRC argininosuccinate :,OV:argininosuccinate,PAADHussain1:argininosuccinate,PRAD:argininosuccinate","argininosuccinate"
"86","C00072","Metabolite 159","KIRC ascorbate (vitamin c) :,BRCA:ascorbate (vitamin c),BRCATang:ascorbate (vitamin c),LGG:ascorbate (vitamin c),OV:ascorbate (vitamin c),PAAD:ascorbic acid,PAADHussain1:ascorbate (vitamin c),PAADHussain2:ascorbate (vitamin c),PRAD:ascorbate (vitamin c),PRADLODA:ascorbate (vitamin c)","ascorbate (vitamin c)"
"87","D00018","Metabolite 159","KIRC ascorbate (vitamin c) :,BRCA:ascorbate (vitamin c),BRCATang:ascorbate (vitamin c),OV:ascorbate (vitamin c),PRAD:ascorbate (vitamin c)","ascorbate (vitamin c)"
"88","C00152","Metabolite 160","KIRC asparagine :,BLCA:asparagine,BRCA:asparagine,BRCATang:asparagine,LGG:asparagine,OV:asparagine,PAAD:asparagine,PAADHussain1:asparagine,PAADHussain2:asparagine,PRAD:asparagine,PRADLODA:asparagine","asparagine"
"89","C00049","Metabolite 161","KIRC aspartate :,BLCA:aspartic acid,BRCA:aspartate,BRCATang:aspartate,LGG:aspartate,OV:aspartate,PAAD:aspartate,PAADHussain1:aspartate,PAADHussain2:aspartate,PRAD:aspartate,PRADLODA:aspartate","aspartate"
"90","D00013","Metabolite 161","KIRC aspartate :,BLCA:aspartic acid,BRCA:aspartate,BRCATang:aspartate,OV:aspartate,PAAD:aspartate,PRAD:aspartate","aspartate"
"91","D00235","Metabolite 167","KIRC atenolol :,PAADHussain1:atenolol","atenolol"
"92","C08261","Metabolite 168","KIRC azelate (nonanedioate) :,BRCATang:azelate (nonanedioate),OV:azelate (nonanedioate),PAADHussain1:azelate (nonanedioate),PAADHussain2:azelate (nonanedioate),PRAD:azelate (nonanedioate),PRADLODA:azelate (nonanedioate)","azelate (nonanedioate)"
"93","D03034","Metabolite 168","KIRC azelate (nonanedioate) :,BRCATang:azelate (nonanedioate),OV:azelate (nonanedioate),PRAD:azelate (nonanedioate)","azelate (nonanedioate)"
"94","C00180","Metabolite 169","KIRC benzoate :,BLCA:benzoic acid,BRCATang:benzoate,LGG:benzoate","benzoate"
"95","C00539","Metabolite 169","KIRC benzoate :,BLCA:benzoic acid,BRCATang:benzoate,LGG:benzoate","benzoate"
"96","D00038","Metabolite 169","KIRC benzoate :,BLCA:benzoic acid,BRCATang:benzoate","benzoate"
"97","C00099","Metabolite 170","KIRC beta-alanine :,BRCA:beta-alanine,BRCATang:beta-alanine,LGG:beta-alanine,OV:beta-alanine,PAADHussain2:beta-alanine,PRAD:b-alanine,PRADLODA:beta-alanine","beta-alanine"
"98","D07561","Metabolite 170","KIRC beta-alanine :,BRCA:beta-alanine,BRCATang:beta-alanine,OV:beta-alanine,PRAD:b-alanine","beta-alanine"
"99","C00168","Metabolite 171","KIRC beta-hydroxypyruvate :","beta-hydroxypyruvate"
"100","C00719","Metabolite 172","KIRC betaine :,BLCA:betaine,BRCA:betaine,BRCATang:betaine,OV:betaine,PAAD:glycine betaine,PAADHussain2:betaine,PRADLODA:betaine","betaine"
"101","D07523","Metabolite 172","KIRC betaine :,BLCA:betaine,BRCA:betaine,BRCATang:betaine,OV:betaine","betaine"
"102","C14152","Metabolite 173","KIRC beta-tocopherol :,BRCA:beta-tocopherol","beta-tocopherol"
"103","C00486","Metabolite 175","KIRC bilirubin (z,z) :,OV:bilirubin (z,z)","bilirubin (z,z)"
"104","C01571","Metabolite 177","KIRC caprate (10:0) :,BRCATang:caprate (10:0),LGG:caprate (10:0),OV:caprate (10:0),PAADHussain1:caprate (10:0),PAADHussain2:caprate (10:0)","caprate (10:0)"
"105","C01585","Metabolite 287","KIRC caproate (6:0) :,KIRC:hexanoylcarnitine,BRCA:caproate (6:0),BRCATang:caproate (6:0),BRCATang:hexanoylcarnitine,LGG:caproate (6:0),LGG:hexanoylcarnitine (c6),OV:caproate (6:0),OV:hexanoylcarnitine,PAADHussain1:caproate (6:0),PAADHussain1:hexanoylcarnitine,PAADHussain2:caproate (6:0),PAADHussain2:hexanoylcarnitine,PRAD:hexanoylcarnitine (c6 ac),PRADLODA:hexanoylcarnitine","hexanoylcarnitine"
"106","C06423","Metabolite 179","KIRC caprylate (8:0) :,BRCATang:caprylate (8:0),LGG:caprylate (8:0),OV:caprylate (8:0),PAADHussain1:caprylate (8:0),PAADHussain2:caprylate (8:0)","caprylate (8:0)"
"107","D05220","Metabolite 179","KIRC caprylate (8:0) :,BRCATang:caprylate (8:0),OV:caprylate (8:0)","caprylate (8:0)"
"108","C00318","Metabolite 180","KIRC carnitine :,BLCA:carnitine,BRCATang:carnitine,OV:carnitine,PAAD:carnitine,PRAD:carnitine","carnitine"
"109","D02176","Metabolite 180","KIRC carnitine :,BLCA:carnitine,BRCATang:carnitine,OV:carnitine,PAAD:carnitine,PRAD:carnitine","carnitine"
"110","C00090","Metabolite 181","KIRC catechol sulfate :,BRCA:catechol sulfate,BRCATang:catechol sulfate,OV:catechol sulfate,PAADHussain2:catechol sulfate,PRAD:catechol,PRADLODA:catechol sulfate","catechol sulfate"
"111","C01785","Metabolite 181","KIRC catechol sulfate :,BRCA:catechol sulfate,BRCATang:catechol sulfate,OV:catechol sulfate,PAADHussain2:catechol sulfate,PRAD:catechol,PRADLODA:catechol sulfate","catechol sulfate"
"112","C15571","Metabolite 181","KIRC catechol sulfate :,BRCA:catechol sulfate,BRCATang:catechol sulfate,OV:catechol sulfate,PAADHussain2:catechol sulfate,PRAD:catechol,PRADLODA:catechol sulfate","catechol sulfate"
"113","D00567","Metabolite 182","KIRC celecoxib :","celecoxib"
"114","C07589","Metabolite 182","KIRC celecoxib :","celecoxib"
"115","C00695","Metabolite 185","KIRC cholate :,BRCATang:cholate,OV:cholate,PAADHussain1:cholate","cholate"
"116","C00187","Metabolite 186","KIRC cholesterol :,BRCA:cholesterol,BRCATang:cholesterol,LGG:cholesterol,OV:cholesterol,PAADHussain1:cholesterol,PAADHussain2:cholesterol,PRAD:cholesterol,PRADLODA:cholesterol","cholesterol"
"117","D00040","Metabolite 186","KIRC cholesterol :,BRCA:cholesterol,BRCATang:cholesterol,OV:cholesterol,PRAD:cholesterol","cholesterol"
"118","C00114","Metabolite 187","KIRC choline :,BRCA:choline,BRCATang:choline,OV:choline,PAAD:choline,PRADLODA:choline","choline"
"119","D07690","Metabolite 187","KIRC choline :,BRCA:choline,BRCATang:choline,OV:choline,PAAD:choline","choline"
"120","C00588","Metabolite 188","KIRC choline phosphate :,BRCA:choline phosphate,BRCATang:choline phosphate,OV:choline phosphate,PAADHussain1:choline phosphate,PRADLODA:choline phosphate","choline phosphate"
"121","C00417","Metabolite 190","KIRC cis-aconitate :,PAAD:aconitate,PRAD:aconitate,PRADLODA:cis-aconitate","cis-aconitate"
