"","X","ID","Source","FinalName"
"14","HMDB11506","Metabolite 24","KIRC 1-oleoylglycerophosphoethanolamine :,BRCATang:1-oleoylglycerophosphoethanolamine,LGG:1-oleoyl-gpe (18:1),OV:1-oleoylglycerophosphoethanolamine,PAADHussain1:1-oleoylglycerophosphoethanolamine,PAADHussain2:1-oleoylglycerophosphoethanolamine,PRADLODA:1-oleoylglycerophosphoethanolamine","1-oleoylglycerophosphoethanolamine"
"15","HMDB11503","Metabolite 31","KIRC 1-palmitoylglycerophosphoethanolamine :,BRCATang:1-palmitoylglycerophosphoethanolamine,LGG:1-palmitoyl-gpe (16:0),OV:1-palmitoylglycerophosphoethanolamine,PAADHussain1:1-palmitoylglycerophosphoethanolamine,PAADHussain2:1-palmitoylglycerophosphoethanolamine,PRADLODA:1-palmitoylglycerophosphoethanolamine","1-palmitoylglycerophosphoethanolamine"
"16","HMDB10384","Metabolite 36","KIRC 1-stearoylglycerophosphocholine :,BRCATang:1-stearoylglycerophosphocholine,OV:1-stearoylglycerophosphocholine","1-stearoylglycerophosphocholine"
"17","HMDB11130","Metabolite 37","KIRC 1-stearoylglycerophosphoethanolamine :,BRCATang:1-stearoylglycerophosphoethanolamine,LGG:1-stearoyl-gpe (18:0),OV:1-stearoylglycerophosphoethanolamine,PAADHussain1:1-stearoylglycerophosphoethanolamine,PAADHussain2:1-stearoylglycerophosphoethanolamine,PRADLODA:1-stearoylglycerophosphoethanolamine","1-stearoylglycerophosphoethanolamine"
"18","HMDB00510","Metabolite 39","KIRC 2-aminoadipate :,BRCA:2-aminoadipate,BRCATang:2-aminoadipate,LGG:2-aminoadipate,OV:2-aminoadipate,PAADHussain1:2-aminoadipate,PAADHussain2:2-aminoadipate,PRAD:2-aminoadipate,PRADLODA:2-aminoadipate","2-aminoadipate"
"19","HMDB00650","Metabolite 40","KIRC 2-aminobutyrate :,BRCA:2-aminobutyrate,BRCATang:2-aminobutyrate,LGG:2-aminobutyrate,OV:2-aminobutyrate,PAADHussain1:2-aminobutyrate,PAADHussain2:2-aminobutyrate,PRADLODA:2-aminobutyrate","2-aminobutyrate"
"20","HMDB00085","Metabolite 45","KIRC 2'-deoxyguanosine :,BRCA:2'-deoxyguanosine,BRCATang:2'-deoxyguanosine,LGG:2'-deoxyguanosine,OV:2'-deoxyguanosine,PAADHussain1:2'-deoxyguanosine,PAADHussain2:2'-deoxyguanosine","2'-deoxyguanosine"
"21","HMDB00071","Metabolite 46","KIRC 2'-deoxyinosine :,BRCA:2'-deoxyinosine,BRCATang:2'-deoxyinosine,LGG:2'-deoxyinosine,OV:2'-deoxyinosine,PAADHussain1:2'-deoxyinosine,PAADHussain2:2'-deoxyinosine,PRADLODA:2'-deoxyinosine","2'-deoxyinosine"
"22","HMDB00008","Metabolite 54","KIRC 2-hydroxybutyrate (ahb) :,BLCA:2-hydroxybutyric acid sodium salt,BRCA:2-hydroxybutyrate (ahb),BRCATang:2-hydroxybutyrate (ahb),LGG:2-hydroxybutyrate (ahb),OV:2-hydroxybutyrate (ahb),PAADHussain1:2-hydroxybutyrate (ahb),PAADHussain2:2-hydroxybutyrate (ahb),PRAD:2-hydroxybutyrate (ahb),PRADLODA:2-hydroxybutyrate (ahb)","2-hydroxybutyrate (ahb)"
"23","HMDB00606","Metabolite 55","KIRC 2-hydroxyglutarate :,BRCA:2-hydroxyglutarate,BRCATang:2-hydroxyglutarate,LGG:2-hydroxyglutarate,OV:2-hydroxyglutarate,PRADLODA:2-hydroxyglutarate","2-hydroxyglutarate"
"24","HMDB00840","Metabolite 56","KIRC 2-hydroxyhippurate (salicylurate) :,BRCA:2-hydroxyhippurate (salicylurate),BRCATang:2-hydroxyhippurate (salicylurate),PRADLODA:2-hydroxyhippurate (salicylurate)","2-hydroxyhippurate (salicylurate)"
"25","HMDB00729","Metabolite 57","KIRC 2-hydroxyisobutyrate :","2-hydroxyisobutyrate"
"26","HMDB00402","Metabolite 59","KIRC 2-isopropylmalate :","2-isopropylmalate"
"27","HMDB11538","Metabolite 60","KIRC 2-linoleoylglycerol (2-monolinolein) :,OV:2-linoleoylglycerol (2-monolinolein),PAADHussain1:2-linoleoylglycerol (2-monolinolein),PAADHussain2:2-linoleoylglycerol (2-monolinolein)","2-linoleoylglycerol (2-monolinolein)"
"28","HMDB00378","Metabolite 64","KIRC 2-methylbutyrylcarnitine (c5) :,BRCA:2-methylbutyroylcarnitine,BRCATang:2-methylbutyroylcarnitine,LGG:2-methylbutyroylcarnitine (c5),OV:2-methylbutyroylcarnitine,PAADHussain1:2-methylbutyroylcarnitine,PAADHussain2:2-methylbutyroylcarnitine,PRADLODA:2-methylbutyroylcarnitine","2-methylbutyroylcarnitine"
"29","HMDB11537","Metabolite 66","KIRC 2-oleoylglycerol (2-monoolein) :,OV:2-oleoylglycerol (2-monoolein)","2-oleoylglycerol (2-monoolein)"
"30","HMDB11533","Metabolite 71","KIRC 2-palmitoylglycerol (2-monopalmitin) :,BRCATang:2-palmitoylglycerol (2-monopalmitin),OV:2-palmitoylglycerol (2-monopalmitin)","2-palmitoylglycerol (2-monopalmitin)"
"31","HMDB03391","Metabolite 74","KIRC 2-phosphoglycerate :,OV:2-phosphoglycerate,PAADHussain1:2-phosphoglycerate","2-phosphoglycerate"
"32","HMDB00755","Metabolite 77","KIRC 3-(4-hydroxyphenyl)lactate :,BRCA:3-(4-hydroxyphenyl)lactate,BRCATang:3-(4-hydroxyphenyl)lactate,LGG:3-(4-hydroxyphenyl)lactate (hpla),OV:3-(4-hydroxyphenyl)lactate,PAADHussain1:3-(4-hydroxyphenyl)lactate,PAADHussain2:3-(4-hydroxyphenyl)lactate,PRADLODA:3-(4-hydroxyphenyl)lactate","3-(4-hydroxyphenyl)lactate"
"33","HMDB00318","Metabolite 80","KIRC 3,4-dihydroxyphenethyleneglycol :","3,4-dihydroxyphenethyleneglycol"
"34","HMDB03911","Metabolite 81","KIRC 3-aminoisobutyrate :,BRCA:3-aminoisobutyrate,BRCATang:3-aminoisobutyrate,LGG:3-aminoisobutyrate,OV:3-aminoisobutyrate,PAADHussain2:3-aminoisobutyrate,PRADLODA:3-aminoisobutyrate","3-aminoisobutyrate"
"35","HMDB12154","Metabolite 83","KIRC 3-dehydrocarnitine* :,BRCATang:3-dehydrocarnitine*,LGG:3-dehydrocarnitine*,OV:3-dehydrocarnitine*,PAADHussain1:3-dehydrocarnitine*,PAADHussain2:3-dehydrocarnitine*,PRADLODA:3-dehydrocarnitine*","3-dehydrocarnitine*"
"36","HMDB01373","Metabolite 84","KIRC 3'-dephosphocoenzyme a :,BRCATang:3'-dephosphocoenzyme a,PAADHussain2:3'-dephosphocoenzyme a,PRADLODA:3'-dephosphocoenzyme a","3'-dephosphocoenzyme a"
"37","HMDB00357","Metabolite 85","KIRC 3-hydroxybutyrate (bhba) :,BRCA:3-hydroxybutyrate (bhba),BRCATang:3-hydroxybutyrate (bhba),LGG:3-hydroxybutyrate (bhba),OV:3-hydroxybutyrate (bhba),PAADHussain1:3-hydroxybutyrate (bhba),PAADHussain2:3-hydroxybutyrate (bhba),PRADLODA:3-hydroxybutyrate (bhba)","3-hydroxybutyrate (bhba)"
"38","HMDB00011","Metabolite 85","KIRC 3-hydroxybutyrate (bhba) :,BRCA:3-hydroxybutyrate (bhba),BRCATang:3-hydroxybutyrate (bhba),LGG:3-hydroxybutyrate (bhba),OV:3-hydroxybutyrate (bhba),PAADHussain1:3-hydroxybutyrate (bhba),PAADHussain2:3-hydroxybutyrate (bhba),PRADLODA:3-hydroxybutyrate (bhba)","3-hydroxybutyrate (bhba)"
"39","HMDB02203","Metabolite 86","KIRC 3-hydroxydecanoate :,BRCA:3-hydroxydecanoate","3-hydroxydecanoate"
"40","HMDB06116","Metabolite 87","KIRC 3-hydroxyhippurate :,BRCATang:3-hydroxyhippurate","3-hydroxyhippurate"
"41","HMDB01954","Metabolite 88","KIRC 3-hydroxyoctanoate :","3-hydroxyoctanoate"
"42","HMDB00682","Metabolite 89","KIRC 3-indoxyl sulfate :,BRCATang:3-indoxyl sulfate,OV:3-indoxyl sulfate,PAADHussain2:3-indoxyl sulfate,PRADLODA:3-indoxyl sulfate","3-indoxyl sulfate"
"43","HMDB03736","Metabolite 90","KIRC 3-methyl-2-oxovalerate :,BRCA:3-methyl-2-oxovalerate,BRCATang:3-methyl-2-oxovalerate,OV:3-methyl-2-oxovalerate,PAADHussain1:3-methyl-2-oxovalerate,PAADHussain2:3-methyl-2-oxovalerate","3-methyl-2-oxovalerate"
"44","HMDB00491","Metabolite 90","KIRC 3-methyl-2-oxovalerate :,BRCATang:3-methyl-2-oxovalerate,OV:3-methyl-2-oxovalerate","3-methyl-2-oxovalerate"
"45","HMDB00479","Metabolite 91","KIRC 3-methylhistidine :,BRCA:3-methylhistidine,BRCATang:3-methylhistidine,PAADHussain2:3-methylhistidine,PRAD:3-methylhistidine (1-methylhistidine),PRADLODA:3-methylhistidine","3-methylhistidine"
"46","HMDB00807","Metabolite 92","KIRC 3-phosphoglycerate :,BRCA:3-phosphoglycerate,LGG:3-phosphoglycerate,OV:3-phosphoglycerate,PAAD:3-phosphoglycerate,PAADHussain1:3-phosphoglycerate,PAADHussain2:3-phosphoglycerate,PRAD:3-phosphoglycerate,PRADLODA:3-phosphoglycerate","3-phosphoglycerate"
"47","HMDB00026","Metabolite 93","KIRC 3-ureidopropionate :,PAADHussain1:3-ureidopropionate","3-ureidopropionate"
"48","HMDB01859","Metabolite 95","KIRC 4-acetamidophenol :,KIRC:4-acetaminophen sulfate,BRCATang:4-acetamidophenol,BRCATang:4-acetaminophen sulfate,LGG:4-acetaminophen sulfate,OV:4-acetamidophenol,OV:4-acetaminophen sulfate,PAADHussain1:4-acetamidophenol,PAADHussain1:4-acetaminophen sulfate,PRADLODA:4-acetamidophenol,PRADLODA:4-acetaminophen sulfate","4-acetaminophen sulfate"
"49","HMDB03818","Metabolite 96","KIRC 4-androsten-3beta,17beta-diol disulfate 1* :,BRCATang:4-androsten-3beta,17beta-diol disulfate 1*,LGG:4-androsten-3beta,17beta-diol disulfate 1*,OV:4-androsten-3beta,17beta-diol disulfate 1*,PAADHussain1:4-androsten-3beta,17beta-diol disulfate 1*,PAADHussain2:4-androsten-3beta,17beta-diol disulfate 1*,PRADLODA:4-androsten-3beta,17beta-diol disulfate 1*","4-androsten-3beta,17beta-diol disulfate 1*"
"50","HMDB03464","Metabolite 97","KIRC 4-guanidinobutanoate :,LGG:4-guanidinobutanoate,OV:4-guanidinobutanoate,PAADHussain1:4-guanidinobutanoate,PRAD:4-guanidinobutanoate","4-guanidinobutanoate"
"51","HMDB00710","Metabolite 98","KIRC 4-hydroxybutyrate (ghb) :,BRCA:4-hydroxybutyrate (ghb),BRCATang:4-hydroxybutyrate (ghb),OV:4-hydroxybutyrate (ghb),PAADHussain1:4-hydroxybutyrate (ghb),PAADHussain2:4-hydroxybutyrate (ghb),PRADLODA:4-hydroxybutyrate (ghb)","4-hydroxybutyrate (ghb)"
"52","HMDB01344","Metabolite 99","KIRC 4-hydroxyglutamate :","4-hydroxyglutamate"
"53","HMDB00020","Metabolite 101","KIRC 4-hydroxyphenylacetate :,OV:4-hydroxyphenylacetate,PAADHussain1:4-hydroxyphenylacetate","4-hydroxyphenylacetate"
"54","HMDB00695","Metabolite 102","KIRC 4-methyl-2-oxopentanoate :,BRCA:4-methyl-2-oxopentanoate,BRCATang:4-methyl-2-oxopentanoate,LGG:4-methyl-2-oxopentanoate,OV:4-methyl-2-oxopentanoate,PAADHussain1:4-methyl-2-oxopentanoate,PAADHussain2:4-methyl-2-oxopentanoate,PRAD:4-methyl-2-oxopentanoate","4-methyl-2-oxopentanoate"
"55","HMDB00076","Metabolite 103","KIRC 5,6-dihydrouracil :,BRCA:5,6-dihydrouracil,BRCATang:5,6-dihydrouracil,LGG:5,6-dihydrouracil,OV:5,6-dihydrouracil,PAADHussain1:5,6-dihydrouracil,PAADHussain2:5,6-dihydrouracil,PRAD:5,6-dihydrouracil,PRADLODA:5,6-dihydrouracil","5,6-dihydrouracil"
"56","HMDB03355","Metabolite 104","KIRC 5-aminovalerate :,BRCA:5-aminovalerate,OV:5-aminovalerate,OV:5-dodecenoate (12:1n7),PAADHussain1:5-aminovalerate","5-aminovalerate"
"57","HMDB01396","Metabolite 106","KIRC 5-methyltetrahydrofolate (5methf) :,BRCATang:5-methyltetrahydrofolate (5methf)","5-methyltetrahydrofolate (5methf)"
"58","HMDB01173","Metabolite 107","KIRC 5-methylthioadenosine (mta) :,BRCA:5-methylthioadenosine (mta),BRCATang:5-methylthioadenosine (mta),LGG:5-methylthioadenosine (mta),PAADHussain2:5-methylthioadenosine (mta),PRAD:5-methylthioadenosine (mta),PRADLODA:5-methylthioadenosine (mta)","5-methylthioadenosine (mta)"
"59","HMDB00884","Metabolite 108","KIRC 5-methyluridine (ribothymidine) :,BRCATang:5-methyluridine (ribothymidine),OV:5-methyluridine (ribothymidine)","5-methyluridine (ribothymidine)"
"60","HMDB10217","Metabolite 109","KIRC 5-oxoete :","5-oxoete"
"61","HMDB00267","Metabolite 110","KIRC 5-oxoproline :,BRCA:5-oxoproline,BRCATang:5-oxoproline,LGG:5-oxoproline,OV:5-oxoproline,PAADHussain1:5-oxoproline,PAADHussain2:5-oxoproline,PRADLODA:5-oxoproline","5-oxoproline"
"62","HMDB02886","Metabolite 111","KIRC 6-keto prostaglandin f1alpha :,PAADHussain1:6-keto prostaglandin f1alpha,PAADHussain2:6-keto prostaglandin f1alpha","6-keto prostaglandin f1alpha"
"63","HMDB01316","Metabolite 112","KIRC 6-phosphogluconate :,BRCA:6-phosphogluconate,BRCATang:6-phosphogluconate,LGG:6-phosphogluconate,OV:6-phosphogluconate,PAAD:6-phospho-d-gluconate,PAADHussain1:6-phosphogluconate,PAADHussain2:6-phosphogluconate,PRAD:6-phosphogluconate,PRADLODA:6-phosphogluconate","6-phosphogluconate"
"64","HMDB06569","Metabolite 113","KIRC 6'-sialyllactose :,BRCATang:6'-sialyllactose","6'-sialyllactose"
"65","HMDB12458","Metabolite 114","KIRC 7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca) :,BRCATang:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),LGG:7-hoca,OV:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),PAADHussain2:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),PRADLODA:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca)","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca)"
"66","HMDB01496","Metabolite 115","KIRC 7-alpha-hydroxycholesterol :,LGG:7-alpha-hydroxycholesterol,OV:7-alpha-hydroxycholesterol","7-alpha-hydroxycholesterol"
"67","HMDB06119","Metabolite 116","KIRC 7-beta-hydroxycholesterol :,BRCA:7-beta-hydroxycholesterol,LGG:7-beta-hydroxycholesterol,OV:7-beta-hydroxycholesterol","7-beta-hydroxycholesterol"
"68","HMDB00201","Metabolite 117","KIRC acetylcarnitine :,BRCATang:acetylcarnitine,LGG:acetylcarnitine (c2),OV:acetylcarnitine,PAADHussain1:acetylcarnitine,PAADHussain2:acetylcarnitine,PRADLODA:acetylcarnitine","acetylcarnitine"
"69","HMDB00034","Metabolite 119","KIRC adenine :,BRCA:adenine,BRCATang:adenine,LGG:adenine,OV:adenine,PAADHussain2:adenine,PRAD:adenine,PRADLODA:adenine","adenine"
"70","HMDB00050","Metabolite 120","KIRC adenosine :,BLCA:adenosine,BRCA:adenosine,BRCATang:adenosine,LGG:adenosine,OV:adenosine,PAAD:adenosine,PAADHussain1:adenosine,PAADHussain2:adenosine,PRAD:adenosine,PRADLODA:adenosine","adenosine"
"71","HMDB11617","Metabolite 121","KIRC adenosine 2'-monophosphate (2'-amp) :,BRCA:adenosine 2'-monophosphate (2'-amp),BRCATang:adenosine 2'-monophosphate (2'-amp),LGG:2'-amp,OV:adenosine 2'-monophosphate (2'-amp),PAADHussain1:adenosine 2'-monophosphate (2'-amp),PAADHussain2:adenosine 2'-monophosphate (2'-amp)","adenosine 2'-monophosphate (2'-amp)"
"72","HMDB03540","Metabolite 122","KIRC adenosine 3'-monophosphate (3'-amp) :,BRCA:adenosine 3'-monophosphate (3'-amp),BRCATang:adenosine 3'-monophosphate (3'-amp),LGG:3'-amp,OV:adenosine 3'-monophosphate (3'-amp),PAADHussain1:adenosine 3'-monophosphate (3'-amp),PAADHussain2:adenosine 3'-monophosphate (3'-amp)","adenosine 3'-monophosphate (3'-amp)"
"73","HMDB00045","Metabolite 123","KIRC adenosine 5'-monophosphate (amp) :,BRCA:adenosine 5'-monophosphate (amp),BRCATang:adenosine 5'-monophosphate (amp),LGG:amp,OV:adenosine 5'-monophosphate (amp),PAADHussain1:adenosine 5'-monophosphate (amp),PAADHussain2:adenosine 5'-monophosphate (amp),PRADLODA:adenosine 5'-monophosphate (amp)","adenosine 5'-monophosphate (amp)"
"74","HMDB00536","Metabolite 124","KIRC adenylosuccinate :,BRCATang:adenylosuccinate,PAADHussain1:adenylosuccinate,PAADHussain2:adenylosuccinate","adenylosuccinate"
"75","HMDB00448","Metabolite 125","KIRC adipate :","adipate"
"76","HMDB02226","Metabolite 126","KIRC adrenate (22:4n6) :,BRCA:adrenate (22:4n6),BRCATang:adrenate (22:4n6),LGG:adrenate (22:4n6),OV:adrenate (22:4n6),PAADHussain1:adrenate (22:4n6),PAADHussain2:adrenate (22:4n6),PRADLODA:adrenate (22:4n6)","adrenate (22:4n6)"
"77","HMDB01432","Metabolite 127","KIRC agmatine :,BRCATang:agmatine,PRADLODA:agmatine","agmatine"
"78","HMDB00161","Metabolite 128","KIRC alanine :,BLCA:alanine,BRCA:alanine,BRCATang:alanine,LGG:alanine,OV:alanine,PAAD:alanine,PAADHussain1:alanine,PAADHussain2:alanine,PRAD:alanine,PRADLODA:alanine","alanine"
"79","HMDB03459","Metabolite 129","KIRC alanylalanine :,OV:alanylalanine,PRAD:alanylalanine","alanylalanine"
"80","HMDB06899","Metabolite 131","KIRC alanylglycine :,PAADHussain1:alanylglycine","alanylglycine"
"81","HMDB04041","Metabolite 140","KIRC allo-threonine :,BRCA:allo-threonine,LGG:allo-threonine,PAADHussain1:allo-threonine","allo-threonine"
"82","HMDB00407","Metabolite 144","KIRC alpha-hydroxyisovalerate :,BRCATang:alpha-hydroxyisovalerate,LGG:alpha-hydroxyisovalerate,OV:alpha-hydroxyisovalerate,PAADHussain1:alpha-hydroxyisovalerate,PAADHussain2:alpha-hydroxyisovalerate,PRADLODA:alpha-hydroxyisovalerate","alpha-hydroxyisovalerate"
"83","HMDB01893","Metabolite 145","KIRC alpha-tocopherol :,BRCA:alpha-tocopherol,BRCATang:alpha-tocopherol,LGG:alpha-tocopherol,OV:alpha-tocopherol,PAADHussain1:alpha-tocopherol,PRAD:a-tocopherol,PRADLODA:alpha-tocopherol","alpha-tocopherol"
"84","HMDB02759","Metabolite 146","KIRC androsterone sulfate :,BRCA:androsterone sulfate,BRCATang:androsterone sulfate,OV:androsterone sulfate","androsterone sulfate"
"85","HMDB00194","Metabolite 147","KIRC anserine :,BRCATang:anserine,LGG:anserine,PRADLODA:anserine","anserine"
"86","HMDB01851","Metabolite 148","KIRC arabitol :,BRCATang:arabitol,LGG:arabitol,OV:arabitol,PAADHussain2:arabitol,PRADLODA:arabitol","arabitol"
"87","HMDB00508","Metabolite 479","KIRC arabitol :,KIRC:ribitol,BRCA:ribitol,BRCATang:arabitol,BRCATang:ribitol,LGG:arabitol,LGG:ribitol,OV:arabitol,OV:ribitol,PAADHussain2:ribitol,PRADLODA:arabitol,PRADLODA:ribitol","ribitol"
"88","HMDB00539","Metabolite 149","KIRC arabonate :,LGG:arabonate,OV:arabonate","arabonate"
"89","HMDB02212","Metabolite 150","KIRC arachidate (20:0) :,OV:arachidate (20:0)","arachidate (20:0)"
"90","HMDB01043","Metabolite 151","KIRC arachidonate (20:4n6) :,BRCA:arachidonate (20:4n6),BRCATang:arachidonate (20:4n6),LGG:arachidonate (20:4n6),OV:arachidonate (20:4n6),PAADHussain1:arachidonate (20:4n6),PAADHussain2:arachidonate (20:4n6),PRAD:arachidonate (20:4n6),PRADLODA:arachidonate (20:4n6)","arachidonate (20:4n6)"
"91","HMDB00517","Metabolite 152","KIRC arginine :,BLCA:arginine,BRCA:arginine,BRCATang:arginine,LGG:arginine,OV:arginine,PAAD:arginine,PAADHussain1:arginine,PAADHussain2:arginine,PRADLODA:arginine","arginine"
"92","HMDB00052","Metabolite 153","KIRC argininosuccinate :,OV:argininosuccinate,PAADHussain1:argininosuccinate,PRAD:argininosuccinate","argininosuccinate"
"93","HMDB00044","Metabolite 159","KIRC ascorbate (vitamin c) :,BRCA:ascorbate (vitamin c),BRCATang:ascorbate (vitamin c),LGG:ascorbate (vitamin c),OV:ascorbate (vitamin c),PAADHussain1:ascorbate (vitamin c),PAADHussain2:ascorbate (vitamin c),PRAD:ascorbate (vitamin c),PRADLODA:ascorbate (vitamin c)","ascorbate (vitamin c)"
"94","HMDB00168","Metabolite 160","KIRC asparagine :,BLCA:asparagine,BRCA:asparagine,BRCATang:asparagine,LGG:asparagine,OV:asparagine,PAAD:asparagine,PAADHussain1:asparagine,PAADHussain2:asparagine,PRAD:asparagine,PRADLODA:asparagine","asparagine"
"95","HMDB00191","Metabolite 161","KIRC aspartate :,BLCA:aspartic acid,BRCA:aspartate,BRCATang:aspartate,LGG:aspartate,OV:aspartate,PAAD:aspartate,PAADHussain1:aspartate,PAADHussain2:aspartate,PRAD:aspartate,PRADLODA:aspartate","aspartate"
"96","HMDB00706","Metabolite 164","KIRC aspartylphenylalanine :,BRCA:aspartylphenylalanine,BRCATang:aspartylphenylalanine,OV:aspartylphenylalanine,PAADHussain1:aspartylphenylalanine,PAADHussain2:aspartylphenylalanine,PRADLODA:aspartylphenylalanine","aspartylphenylalanine"
"97","HMDB01924","Metabolite 167","KIRC atenolol :,PAADHussain1:atenolol","atenolol"
"98","HMDB00784","Metabolite 168","KIRC azelate (nonanedioate) :,BRCATang:azelate (nonanedioate),OV:azelate (nonanedioate),PAADHussain1:azelate (nonanedioate),PAADHussain2:azelate (nonanedioate),PRAD:azelate (nonanedioate),PRADLODA:azelate (nonanedioate)","azelate (nonanedioate)"
"99","HMDB01870","Metabolite 169","KIRC benzoate :,BLCA:benzoic acid,BRCATang:benzoate,LGG:benzoate","benzoate"
"100","HMDB00056","Metabolite 170","KIRC beta-alanine :,BRCA:beta-alanine,BRCATang:beta-alanine,LGG:beta-alanine,OV:beta-alanine,PAADHussain2:beta-alanine,PRAD:b-alanine,PRADLODA:beta-alanine","beta-alanine"
"101","HMDB01352","Metabolite 171","KIRC beta-hydroxypyruvate :","beta-hydroxypyruvate"
"102","HMDB00043","Metabolite 172","KIRC betaine :,BLCA:betaine,BRCA:betaine,BRCATang:betaine,OV:betaine,PAAD:glycine betaine,PAADHussain2:betaine,PRADLODA:betaine","betaine"
"103","HMDB06335","Metabolite 173","KIRC beta-tocopherol :,BRCA:beta-tocopherol","beta-tocopherol"
"104","HMDB00054","Metabolite 175","KIRC bilirubin (z,z) :,OV:bilirubin (z,z)","bilirubin (z,z)"
"105","HMDB00511","Metabolite 177","KIRC caprate (10:0) :,BRCATang:caprate (10:0),LGG:caprate (10:0),OV:caprate (10:0),PAADHussain1:caprate (10:0),PAADHussain2:caprate (10:0)","caprate (10:0)"
"106","HMDB00535","Metabolite 287","KIRC caproate (6:0) :,KIRC:hexanoylcarnitine,BRCA:caproate (6:0),BRCATang:caproate (6:0),BRCATang:hexanoylcarnitine,LGG:caproate (6:0),LGG:hexanoylcarnitine (c6),OV:caproate (6:0),OV:hexanoylcarnitine,PAADHussain1:caproate (6:0),PAADHussain1:hexanoylcarnitine,PAADHussain2:caproate (6:0),PAADHussain2:hexanoylcarnitine,PRAD:hexanoylcarnitine (c6 ac),PRADLODA:hexanoylcarnitine","hexanoylcarnitine"
