"","X","ID","Source","FinalName"
"14","CHEBI:75342","Metabolite 22","KIRC 1-oleoylglycerol (1-monoolein) :,OV:1-oleoylglycerol (1-monoolein)","1-oleoylglycerol (1-monoolein)"
"15","CHEBI:75757","Metabolite 22","KIRC 1-oleoylglycerol (1-monoolein) :,BRCATang:1-oleoylglycerol (1-monoolein),LGG:1-oleoylglycerol (18:1),OV:1-oleoylglycerol (1-monoolein)","1-oleoylglycerol (1-monoolein)"
"16","CHEBI:74342","Metabolite 23","KIRC 1-oleoylglycerophosphocholine :,BRCA:1-oleoylglycerophosphocholine,BRCATang:1-oleoylglycerophosphocholine,OV:1-oleoylglycerophosphocholine,PRADLODA:1-oleoylglycerophosphocholine","1-oleoylglycerophosphocholine"
"17","CHEBI:74971","Metabolite 24","KIRC 1-oleoylglycerophosphoethanolamine :,BRCATang:1-oleoylglycerophosphoethanolamine,LGG:1-oleoyl-gpe (18:1),OV:1-oleoylglycerophosphoethanolamine,PRADLODA:1-oleoylglycerophosphoethanolamine","1-oleoylglycerophosphoethanolamine"
"18","CHEBI:75168","Metabolite 24","KIRC 1-oleoylglycerophosphoethanolamine :,BRCATang:1-oleoylglycerophosphoethanolamine,LGG:1-oleoyl-gpe (18:1),OV:1-oleoylglycerophosphoethanolamine,PRADLODA:1-oleoylglycerophosphoethanolamine","1-oleoylglycerophosphoethanolamine"
"19","CHEBI:52649","Metabolite 26","KIRC 1-oleoylglycerophosphoserine :","1-oleoylglycerophosphoserine"
"20","CHEBI:69081","Metabolite 29","KIRC 1-palmitoylglycerol (1-monopalmitin) :,OV:1-palmitoylglycerol (1-monopalmitin)","1-palmitoylglycerol (1-monopalmitin)"
"21","CHEBI:75811","Metabolite 29","KIRC 1-palmitoylglycerol (1-monopalmitin) :,OV:1-palmitoylglycerol (1-monopalmitin)","1-palmitoylglycerol (1-monopalmitin)"
"22","CHEBI:73004","Metabolite 31","KIRC 1-palmitoylglycerophosphoethanolamine :,BRCATang:1-palmitoylglycerophosphoethanolamine,LGG:1-palmitoyl-gpe (16:0),OV:1-palmitoylglycerophosphoethanolamine,PRADLODA:1-palmitoylglycerophosphoethanolamine","1-palmitoylglycerophosphoethanolamine"
"23","CHEBI:73134","Metabolite 31","KIRC 1-palmitoylglycerophosphoethanolamine :,BRCATang:1-palmitoylglycerophosphoethanolamine,LGG:1-palmitoyl-gpe (16:0),OV:1-palmitoylglycerophosphoethanolamine,PRADLODA:1-palmitoylglycerophosphoethanolamine","1-palmitoylglycerophosphoethanolamine"
"24","CHEBI:75555","Metabolite 35","KIRC 1-stearoylglycerol (1-monostearin) :,OV:1-stearoylglycerol (1-monostearin)","1-stearoylglycerol (1-monostearin)"
"25","CHEBI:75557","Metabolite 35","KIRC 1-stearoylglycerol (1-monostearin) :,OV:1-stearoylglycerol (1-monostearin)","1-stearoylglycerol (1-monostearin)"
"26","CHEBI:73858","Metabolite 36","KIRC 1-stearoylglycerophosphocholine :,BRCATang:1-stearoylglycerophosphocholine,OV:1-stearoylglycerophosphocholine","1-stearoylglycerophosphocholine"
"27","CHEBI:75036","Metabolite 37","KIRC 1-stearoylglycerophosphoethanolamine :,BRCATang:1-stearoylglycerophosphoethanolamine,LGG:1-stearoyl-gpe (18:0),OV:1-stearoylglycerophosphoethanolamine,PRADLODA:1-stearoylglycerophosphoethanolamine","1-stearoylglycerophosphoethanolamine"
"28","CHEBI:37023","Metabolite 39","KIRC 2-aminoadipate :,BRCA:2-aminoadipate,BRCATang:2-aminoadipate,LGG:2-aminoadipate,OV:2-aminoadipate,PAAD:aminoadipic acid,PAADHussain1:2-aminoadipate,PAADHussain2:2-aminoadipate,PRAD:2-aminoadipate,PRADLODA:2-aminoadipate","2-aminoadipate"
"29","CHEBI:37024","Metabolite 39","KIRC 2-aminoadipate :,BRCA:2-aminoadipate,BRCATang:2-aminoadipate,LGG:2-aminoadipate,OV:2-aminoadipate,PAADHussain1:2-aminoadipate,PAADHussain2:2-aminoadipate,PRAD:2-aminoadipate,PRADLODA:2-aminoadipate","2-aminoadipate"
"30","CHEBI:28797","Metabolite 40","KIRC 2-aminobutyrate :,BRCA:2-aminobutyrate,BRCATang:2-aminobutyrate,LGG:2-aminobutyrate,OV:2-aminobutyrate,PAADHussain1:2-aminobutyrate,PAADHussain2:2-aminobutyrate,PRADLODA:2-aminobutyrate","2-aminobutyrate"
"31","CHEBI:17172","Metabolite 45","KIRC 2'-deoxyguanosine :,BRCA:2'-deoxyguanosine,BRCATang:2'-deoxyguanosine,LGG:2'-deoxyguanosine,OV:2'-deoxyguanosine,PAADHussain1:2'-deoxyguanosine,PAADHussain2:2'-deoxyguanosine","2'-deoxyguanosine"
"32","CHEBI:28997","Metabolite 46","KIRC 2'-deoxyinosine :,BRCA:2'-deoxyinosine,BRCATang:2'-deoxyinosine,LGG:2'-deoxyinosine,OV:2'-deoxyinosine,PAADHussain1:2'-deoxyinosine,PAADHussain2:2'-deoxyinosine,PRADLODA:2'-deoxyinosine","2'-deoxyinosine"
"33","CHEBI:50613","Metabolite 54","KIRC 2-hydroxybutyrate (ahb) :,BLCA:2-hydroxybutyric acid sodium salt,BRCA:2-hydroxybutyrate (ahb),BRCATang:2-hydroxybutyrate (ahb),LGG:2-hydroxybutyrate (ahb),OV:2-hydroxybutyrate (ahb),PAADHussain1:2-hydroxybutyrate (ahb),PAADHussain2:2-hydroxybutyrate (ahb),PRAD:2-hydroxybutyrate (ahb),PRADLODA:2-hydroxybutyrate (ahb)","2-hydroxybutyrate (ahb)"
"34","CHEBI:1148","Metabolite 54","KIRC 2-hydroxybutyrate (ahb) :,BLCA:2-hydroxybutyric acid sodium salt,BRCA:2-hydroxybutyrate (ahb),BRCATang:2-hydroxybutyrate (ahb),LGG:2-hydroxybutyrate (ahb),OV:2-hydroxybutyrate (ahb),PAADHussain1:2-hydroxybutyrate (ahb),PAADHussain2:2-hydroxybutyrate (ahb),PRAD:2-hydroxybutyrate (ahb),PRADLODA:2-hydroxybutyrate (ahb)","2-hydroxybutyrate (ahb)"
"35","CHEBI:17084","Metabolite 55","KIRC 2-hydroxyglutarate :,BRCA:2-hydroxyglutarate,LGG:2-hydroxyglutarate,OV:2-hydroxyglutarate,PRADLODA:2-hydroxyglutarate","2-hydroxyglutarate"
"36","CHEBI:32796","Metabolite 55","KIRC 2-hydroxyglutarate :,BRCA:2-hydroxyglutarate,BRCATang:2-hydroxyglutarate,LGG:2-hydroxyglutarate,OV:2-hydroxyglutarate,PRADLODA:2-hydroxyglutarate","2-hydroxyglutarate"
"37","CHEBI:9008","Metabolite 56","KIRC 2-hydroxyhippurate (salicylurate) :,BRCA:2-hydroxyhippurate (salicylurate),BRCATang:2-hydroxyhippurate (salicylurate),PRADLODA:2-hydroxyhippurate (salicylurate)","2-hydroxyhippurate (salicylurate)"
"38","CHEBI:50129","Metabolite 57","KIRC 2-hydroxyisobutyrate :","2-hydroxyisobutyrate"
"39","CHEBI:65101","Metabolite 58","KIRC 2-hydroxypalmitate :,OV:2-hydroxypalmitate","2-hydroxypalmitate"
"40","CHEBI:28635","Metabolite 59","KIRC 2-isopropylmalate :","2-isopropylmalate"
"41","CHEBI:35128","Metabolite 59","KIRC 2-isopropylmalate :","2-isopropylmalate"
"42","CHEBI:75457","Metabolite 60","KIRC 2-linoleoylglycerol (2-monolinolein) :,OV:2-linoleoylglycerol (2-monolinolein)","2-linoleoylglycerol (2-monolinolein)"
"43","CHEBI:73026","Metabolite 64","KIRC 2-methylbutyrylcarnitine (c5) :,BRCA:2-methylbutyroylcarnitine,BRCATang:2-methylbutyroylcarnitine,LGG:2-methylbutyroylcarnitine (c5),OV:2-methylbutyroylcarnitine,PRADLODA:2-methylbutyroylcarnitine","2-methylbutyroylcarnitine"
"44","CHEBI:73990","Metabolite 66","KIRC 2-oleoylglycerol (2-monoolein) :,OV:2-oleoylglycerol (2-monoolein)","2-oleoylglycerol (2-monoolein)"
"45","CHEBI:75455","Metabolite 71","KIRC 2-palmitoylglycerol (2-monopalmitin) :,BRCATang:2-palmitoylglycerol (2-monopalmitin),OV:2-palmitoylglycerol (2-monopalmitin)","2-palmitoylglycerol (2-monopalmitin)"
"46","CHEBI:17835","Metabolite 74","KIRC 2-phosphoglycerate :,OV:2-phosphoglycerate,PAADHussain1:2-phosphoglycerate","2-phosphoglycerate"
"47","CHEBI:17385","Metabolite 77","KIRC 3-(4-hydroxyphenyl)lactate :,BRCA:3-(4-hydroxyphenyl)lactate,BRCATang:3-(4-hydroxyphenyl)lactate,LGG:3-(4-hydroxyphenyl)lactate (hpla),OV:3-(4-hydroxyphenyl)lactate,PAADHussain1:3-(4-hydroxyphenyl)lactate,PAADHussain2:3-(4-hydroxyphenyl)lactate,PRADLODA:3-(4-hydroxyphenyl)lactate","3-(4-hydroxyphenyl)lactate"
"48","CHEBI:1387","Metabolite 80","KIRC 3,4-dihydroxyphenethyleneglycol :","3,4-dihydroxyphenethyleneglycol"
"49","CHEBI:27389","Metabolite 81","KIRC 3-aminoisobutyrate :,BRCA:3-aminoisobutyrate,BRCATang:3-aminoisobutyrate,LGG:3-aminoisobutyrate,OV:3-aminoisobutyrate,PAADHussain2:3-aminoisobutyrate,PRADLODA:3-aminoisobutyrate","3-aminoisobutyrate"
"50","CHEBI:57885","Metabolite 83","KIRC 3-dehydrocarnitine* :,BRCATang:3-dehydrocarnitine*,LGG:3-dehydrocarnitine*,OV:3-dehydrocarnitine*,PAADHussain1:3-dehydrocarnitine*,PAADHussain2:3-dehydrocarnitine*,PRADLODA:3-dehydrocarnitine*","3-dehydrocarnitine*"
"51","CHEBI:15468","Metabolite 84","KIRC 3'-dephosphocoenzyme a :,BRCATang:3'-dephosphocoenzyme a,PAADHussain2:3'-dephosphocoenzyme a,PRADLODA:3'-dephosphocoenzyme a","3'-dephosphocoenzyme a"
"52","CHEBI:17066","Metabolite 85","KIRC 3-hydroxybutyrate (bhba) :,BRCA:3-hydroxybutyrate (bhba),BRCATang:3-hydroxybutyrate (bhba),LGG:3-hydroxybutyrate (bhba),OV:3-hydroxybutyrate (bhba),PAADHussain1:3-hydroxybutyrate (bhba),PAADHussain2:3-hydroxybutyrate (bhba),PRADLODA:3-hydroxybutyrate (bhba)","3-hydroxybutyrate (bhba)"
"53","CHEBI:20067","Metabolite 85","KIRC 3-hydroxybutyrate (bhba) :,BRCA:3-hydroxybutyrate (bhba),LGG:3-hydroxybutyrate (bhba),OV:3-hydroxybutyrate (bhba),PAADHussain1:3-hydroxybutyrate (bhba),PAADHussain2:3-hydroxybutyrate (bhba),PRADLODA:3-hydroxybutyrate (bhba)","3-hydroxybutyrate (bhba)"
"54","CHEBI:70824","Metabolite 87","KIRC 3-hydroxyhippurate :,BRCATang:3-hydroxyhippurate","3-hydroxyhippurate"
"55","CHEBI:37098","Metabolite 88","KIRC 3-hydroxyoctanoate :","3-hydroxyoctanoate"
"56","CHEBI:43355","Metabolite 89","KIRC 3-indoxyl sulfate :,BRCATang:3-indoxyl sulfate,OV:3-indoxyl sulfate,PAADHussain2:3-indoxyl sulfate,PRADLODA:3-indoxyl sulfate","3-indoxyl sulfate"
"57","CHEBI:35932","Metabolite 90","KIRC 3-methyl-2-oxovalerate :,OV:3-methyl-2-oxovalerate","3-methyl-2-oxovalerate"
"58","CHEBI:15614","Metabolite 90","KIRC 3-methyl-2-oxovalerate :,BRCA:3-methyl-2-oxovalerate,OV:3-methyl-2-oxovalerate,PAADHussain1:3-methyl-2-oxovalerate,PAADHussain2:3-methyl-2-oxovalerate","3-methyl-2-oxovalerate"
"59","CHEBI:27596","Metabolite 91","KIRC 3-methylhistidine :,BRCA:3-methylhistidine,BRCATang:3-methylhistidine,PAADHussain2:3-methylhistidine,PRAD:3-methylhistidine (1-methylhistidine),PRADLODA:3-methylhistidine","3-methylhistidine"
"60","CHEBI:17050","Metabolite 92","KIRC 3-phosphoglycerate :,BRCA:3-phosphoglycerate,LGG:3-phosphoglycerate,OV:3-phosphoglycerate,PAAD:3-phosphoglycerate,PAADHussain1:3-phosphoglycerate,PAADHussain2:3-phosphoglycerate,PRAD:3-phosphoglycerate,PRADLODA:3-phosphoglycerate","3-phosphoglycerate"
"61","CHEBI:18261","Metabolite 93","KIRC 3-ureidopropionate :,PAADHussain1:3-ureidopropionate","3-ureidopropionate"
"62","CHEBI:46195","Metabolite 95","KIRC 4-acetamidophenol :,KIRC:4-acetaminophen sulfate,BRCATang:4-acetamidophenol,BRCATang:4-acetaminophen sulfate,LGG:4-acetaminophen sulfate,OV:4-acetamidophenol,OV:4-acetaminophen sulfate,PAADHussain1:4-acetamidophenol,PAADHussain1:4-acetaminophen sulfate,PRADLODA:4-acetamidophenol,PRADLODA:4-acetaminophen sulfate","4-acetaminophen sulfate"
"63","CHEBI:32635","Metabolite 95","KIRC 4-acetaminophen sulfate :,OV:4-acetaminophen sulfate","4-acetaminophen sulfate"
"64","CHEBI:2710","Metabolite 96","KIRC 4-androsten-3beta,17beta-diol disulfate 1* :,BRCATang:4-androsten-3beta,17beta-diol disulfate 1*,LGG:4-androsten-3beta,17beta-diol disulfate 1*,OV:4-androsten-3beta,17beta-diol disulfate 1*,PAADHussain1:4-androsten-3beta,17beta-diol disulfate 1*,PAADHussain2:4-androsten-3beta,17beta-diol disulfate 1*,PRADLODA:4-androsten-3beta,17beta-diol disulfate 1*","4-androsten-3beta,17beta-diol disulfate 1*"
"65","CHEBI:15728","Metabolite 97","KIRC 4-guanidinobutanoate :,LGG:4-guanidinobutanoate,OV:4-guanidinobutanoate,PAADHussain1:4-guanidinobutanoate,PRAD:4-guanidinobutanoate","4-guanidinobutanoate"
"66","CHEBI:57486","Metabolite 97","KIRC 4-guanidinobutanoate :,LGG:4-guanidinobutanoate,OV:4-guanidinobutanoate,PAADHussain1:4-guanidinobutanoate,PRAD:4-guanidinobutanoate","4-guanidinobutanoate"
"67","CHEBI:30830","Metabolite 98","KIRC 4-hydroxybutyrate (ghb) :,BRCA:4-hydroxybutyrate (ghb),BRCATang:4-hydroxybutyrate (ghb),OV:4-hydroxybutyrate (ghb),PAADHussain1:4-hydroxybutyrate (ghb),PAADHussain2:4-hydroxybutyrate (ghb),PRADLODA:4-hydroxybutyrate (ghb)","4-hydroxybutyrate (ghb)"
"68","CHEBI:16724","Metabolite 98","KIRC 4-hydroxybutyrate (ghb) :,BRCA:4-hydroxybutyrate (ghb),OV:4-hydroxybutyrate (ghb),PAADHussain1:4-hydroxybutyrate (ghb),PAADHussain2:4-hydroxybutyrate (ghb),PRADLODA:4-hydroxybutyrate (ghb)","4-hydroxybutyrate (ghb)"
"69","CHEBI:32811","Metabolite 99","KIRC 4-hydroxyglutamate :","4-hydroxyglutamate"
"70","CHEBI:71018","Metabolite 100","KIRC 4-hydroxyhippurate :","4-hydroxyhippurate"
"71","CHEBI:48999","Metabolite 101","KIRC 4-hydroxyphenylacetate :,OV:4-hydroxyphenylacetate","4-hydroxyphenylacetate"
"72","CHEBI:18101","Metabolite 101","KIRC 4-hydroxyphenylacetate :,OV:4-hydroxyphenylacetate,PAADHussain1:4-hydroxyphenylacetate","4-hydroxyphenylacetate"
"73","CHEBI:48430","Metabolite 102","KIRC 4-methyl-2-oxopentanoate :,BRCA:4-methyl-2-oxopentanoate,BRCATang:4-methyl-2-oxopentanoate,LGG:4-methyl-2-oxopentanoate,OV:4-methyl-2-oxopentanoate,PAADHussain1:4-methyl-2-oxopentanoate,PAADHussain2:4-methyl-2-oxopentanoate,PRAD:4-methyl-2-oxopentanoate","4-methyl-2-oxopentanoate"
"74","CHEBI:15901","Metabolite 103","KIRC 5,6-dihydrouracil :,BRCA:5,6-dihydrouracil,BRCATang:5,6-dihydrouracil,LGG:5,6-dihydrouracil,OV:5,6-dihydrouracil,PAADHussain1:5,6-dihydrouracil,PAADHussain2:5,6-dihydrouracil,PRAD:5,6-dihydrouracil,PRADLODA:5,6-dihydrouracil","5,6-dihydrouracil"
"75","CHEBI:15887","Metabolite 104","KIRC 5-aminovalerate :,BRCA:5-aminovalerate,OV:5-aminovalerate,OV:5-dodecenoate (12:1n7),PAADHussain1:5-aminovalerate","5-aminovalerate"
"76","CHEBI:356010","Metabolite 104","KIRC 5-aminovalerate :,BRCA:5-aminovalerate,OV:5-aminovalerate,OV:5-dodecenoate (12:1n7),PAADHussain1:5-aminovalerate","5-aminovalerate"
"77","CHEBI:60943","Metabolite 105","KIRC 5-hete :","5-hete"
"78","CHEBI:17509","Metabolite 107","KIRC 5-methylthioadenosine (mta) :,BRCA:5-methylthioadenosine (mta),BRCATang:5-methylthioadenosine (mta),LGG:5-methylthioadenosine (mta),PAADHussain2:5-methylthioadenosine (mta),PRAD:5-methylthioadenosine (mta),PRADLODA:5-methylthioadenosine (mta)","5-methylthioadenosine (mta)"
"79","CHEBI:30821","Metabolite 108","KIRC 5-methyluridine (ribothymidine) :,BRCATang:5-methyluridine (ribothymidine),OV:5-methyluridine (ribothymidine)","5-methyluridine (ribothymidine)"
"80","CHEBI:52449","Metabolite 109","KIRC 5-oxoete :","5-oxoete"
"81","CHEBI:18183","Metabolite 110","KIRC 5-oxoproline :,BRCA:5-oxoproline,BRCATang:5-oxoproline,LGG:5-oxoproline,OV:5-oxoproline,PAADHussain1:5-oxoproline,PAADHussain2:5-oxoproline,PRADLODA:5-oxoproline","5-oxoproline"
"82","CHEBI:28158","Metabolite 111","KIRC 6-keto prostaglandin f1alpha :,PAADHussain1:6-keto prostaglandin f1alpha,PAADHussain2:6-keto prostaglandin f1alpha","6-keto prostaglandin f1alpha"
"83","CHEBI:48928","Metabolite 112","KIRC 6-phosphogluconate :,BRCA:6-phosphogluconate,BRCATang:6-phosphogluconate,LGG:6-phosphogluconate,OV:6-phosphogluconate,PAAD:6-phospho-d-gluconate,PAADHussain1:6-phosphogluconate,PAADHussain2:6-phosphogluconate,PRAD:6-phosphogluconate,PRADLODA:6-phosphogluconate","6-phosphogluconate"
"84","CHEBI:17500","Metabolite 116","KIRC 7-alpha-hydroxycholesterol :,KIRC:7-beta-hydroxycholesterol,BRCA:7-beta-hydroxycholesterol,LGG:7-alpha-hydroxycholesterol,LGG:7-beta-hydroxycholesterol,OV:7-alpha-hydroxycholesterol,OV:7-beta-hydroxycholesterol","7-beta-hydroxycholesterol"
"85","CHEBI:42989","Metabolite 116","KIRC 7-beta-hydroxycholesterol :,BRCA:7-beta-hydroxycholesterol,LGG:7-beta-hydroxycholesterol,OV:7-beta-hydroxycholesterol","7-beta-hydroxycholesterol"
"86","CHEBI:57589","Metabolite 117","KIRC acetylcarnitine :,OV:acetylcarnitine","acetylcarnitine"
"87","CHEBI:15960","Metabolite 117","KIRC acetylcarnitine :,BRCATang:acetylcarnitine,LGG:acetylcarnitine (c2),OV:acetylcarnitine,PAAD:acetylcarnitine dl,PAADHussain1:acetylcarnitine,PAADHussain2:acetylcarnitine,PRADLODA:acetylcarnitine","acetylcarnitine"
"88","CHEBI:16708","Metabolite 119","KIRC adenine :,BRCA:adenine,BRCATang:adenine,LGG:adenine,OV:adenine,PAADHussain2:adenine,PRAD:adenine,PRADLODA:adenine","adenine"
"89","CHEBI:16335","Metabolite 120","KIRC adenosine :,BLCA:adenosine,BRCA:adenosine,BRCATang:adenosine,LGG:adenosine,OV:adenosine,PAAD:adenosine,PAADHussain1:adenosine,PAADHussain2:adenosine,PRAD:adenosine,PRADLODA:adenosine","adenosine"
"90","CHEBI:28223","Metabolite 121","KIRC adenosine 2'-monophosphate (2'-amp) :,BRCA:adenosine 2'-monophosphate (2'-amp),BRCATang:adenosine 2'-monophosphate (2'-amp),LGG:2'-amp,OV:adenosine 2'-monophosphate (2'-amp),PAADHussain1:adenosine 2'-monophosphate (2'-amp),PAADHussain2:adenosine 2'-monophosphate (2'-amp)","adenosine 2'-monophosphate (2'-amp)"
"91","CHEBI:60880","Metabolite 122","KIRC adenosine 3'-monophosphate (3'-amp) :,OV:adenosine 3'-monophosphate (3'-amp)","adenosine 3'-monophosphate (3'-amp)"
"92","CHEBI:28931","Metabolite 122","KIRC adenosine 3'-monophosphate (3'-amp) :,BRCA:adenosine 3'-monophosphate (3'-amp),BRCATang:adenosine 3'-monophosphate (3'-amp),LGG:3'-amp,OV:adenosine 3'-monophosphate (3'-amp),PAADHussain1:adenosine 3'-monophosphate (3'-amp),PAADHussain2:adenosine 3'-monophosphate (3'-amp)","adenosine 3'-monophosphate (3'-amp)"
"93","CHEBI:456215","Metabolite 123","KIRC adenosine 5'-monophosphate (amp) :,OV:adenosine 5'-monophosphate (amp)","adenosine 5'-monophosphate (amp)"
"94","CHEBI:16027","Metabolite 123","KIRC adenosine 5'-monophosphate (amp) :,BRCA:adenosine 5'-monophosphate (amp),BRCATang:adenosine 5'-monophosphate (amp),LGG:amp,OV:adenosine 5'-monophosphate (amp),PAADHussain1:adenosine 5'-monophosphate (amp),PAADHussain2:adenosine 5'-monophosphate (amp),PRADLODA:adenosine 5'-monophosphate (amp)","adenosine 5'-monophosphate (amp)"
"95","CHEBI:15919","Metabolite 124","KIRC adenylosuccinate :,BRCATang:adenylosuccinate,PAADHussain1:adenylosuccinate,PAADHussain2:adenylosuccinate","adenylosuccinate"
"96","CHEBI:30832","Metabolite 125","KIRC adipate :","adipate"
"97","CHEBI:53487","Metabolite 126","KIRC adrenate (22:4n6) :,BRCA:adrenate (22:4n6),BRCATang:adrenate (22:4n6),LGG:adrenate (22:4n6),OV:adrenate (22:4n6),PAADHussain1:adrenate (22:4n6),PAADHussain2:adrenate (22:4n6),PRADLODA:adrenate (22:4n6)","adrenate (22:4n6)"
"98","CHEBI:17431","Metabolite 127","KIRC agmatine :,BRCATang:agmatine,PRADLODA:agmatine","agmatine"
"99","CHEBI:16977","Metabolite 128","KIRC alanine :,BLCA:alanine,BRCA:alanine,BRCATang:alanine,LGG:alanine,OV:alanine,PAAD:alanine,PAADHussain1:alanine,PAADHussain2:alanine,PRAD:alanine,PRADLODA:alanine","alanine"
"100","CHEBI:57972","Metabolite 128","KIRC alanine :,BLCA:alanine,BRCA:alanine,BRCATang:alanine,LGG:alanine,OV:alanine,PAAD:alanine,PAADHussain1:alanine,PAADHussain2:alanine,PRAD:alanine,PRADLODA:alanine","alanine"
"101","CHEBI:16576","Metabolite 129","KIRC alanylalanine :,OV:alanylalanine,PRAD:alanylalanine","alanylalanine"
"102","CHEBI:57822","Metabolite 129","KIRC alanylalanine :,OV:alanylalanine,PRAD:alanylalanine","alanylalanine"
"103","CHEBI:28718","Metabolite 140","KIRC allo-threonine :,BRCA:allo-threonine,LGG:allo-threonine,PAADHussain1:allo-threonine","allo-threonine"
"104","CHEBI:58585","Metabolite 140","KIRC allo-threonine :,BRCA:allo-threonine,LGG:allo-threonine,PAADHussain1:allo-threonine","allo-threonine"
"105","CHEBI:5390","Metabolite 141","KIRC alpha-glutamylglutamate :","alpha-glutamylglutamate"
"106","CHEBI:60645","Metabolite 144","KIRC alpha-hydroxyisovalerate :,BRCATang:alpha-hydroxyisovalerate,LGG:alpha-hydroxyisovalerate,OV:alpha-hydroxyisovalerate,PAADHussain1:alpha-hydroxyisovalerate,PAADHussain2:alpha-hydroxyisovalerate,PRADLODA:alpha-hydroxyisovalerate","alpha-hydroxyisovalerate"
"107","CHEBI:18145","Metabolite 145","KIRC alpha-tocopherol :,BRCA:alpha-tocopherol,BRCATang:alpha-tocopherol,LGG:alpha-tocopherol,OV:alpha-tocopherol,PAADHussain1:alpha-tocopherol,PRAD:a-tocopherol,PRADLODA:alpha-tocopherol","alpha-tocopherol"
"108","CHEBI:16032","Metabolite 146","KIRC androsterone sulfate :,BRCA:androsterone sulfate,BRCATang:androsterone sulfate,OV:androsterone sulfate","androsterone sulfate"
"109","CHEBI:18323","Metabolite 147","KIRC anserine :,BRCATang:anserine,LGG:anserine,PRADLODA:anserine","anserine"
"110","CHEBI:58445","Metabolite 147","KIRC anserine :,BRCATang:anserine,LGG:anserine,PRADLODA:anserine","anserine"
"111","CHEBI:18333","Metabolite 148","KIRC arabitol :,OV:arabitol","arabitol"
"112","CHEBI:15963","Metabolite 479","KIRC arabitol :,KIRC:ribitol,BRCA:ribitol,BRCATang:ribitol,LGG:arabitol,LGG:ribitol,OV:arabitol,OV:ribitol,PAADHussain2:ribitol,PRADLODA:arabitol,PRADLODA:ribitol","ribitol"
"113","CHEBI:18403","Metabolite 148","KIRC arabitol :,LGG:arabitol,OV:arabitol,PAADHussain2:arabitol,PRADLODA:arabitol","arabitol"
"114","CHEBI:20912","Metabolite 149","KIRC arabonate :,LGG:arabonate,OV:arabonate","arabonate"
"115","CHEBI:28822","Metabolite 150","KIRC arachidate (20:0) :,OV:arachidate (20:0)","arachidate (20:0)"
