Metabolite Name,Log2 Fold Change,Mann-Whitney P Value FDR Adjusted,T-test P value FDR Adjusted
N-Acetyl Valine,-0.11004653941737627,0.93547759678233577,1.0
Nonanedioic acid,-0.38848863857043742,0.25546039970482487,0.14018312397964194
Norepinephrine (noradrenaline),0.16763807174249348,0.46272997600500537,0.71168230003767552
Oleic acid,0.80283028036737969,0.0057497979013540965,0.0091538016105996538
O-Succinyl-L-homoserine,0.11646147839236615,0.51673110684014256,1.0
Palmitic acid,0.63865419330158757,0.24888866672789711,0.34948553428054779
Pantothenic acid,0.31022100502543992,0.35097038188101598,0.4786836401774166
Phenylalanine,0.14849194020800729,0.51673110684014256,1.0
Phthalic acid Mono-2-ethylhexyl Ester,0.10877824757564945,0.66221717435850791,1.0
pipecolic acid,0.47826409254357588,0.00067872340886659499,0.0031543149103137377
Proline,0.09177300975313385,0.65437310173891217,0.9299551036606768
Pyroglutamic acid,0.083497961009185259,0.83135246004609498,1.0
S-Adenosylmethionine,-0.17590596289601135,0.7139669243839597,1.0
Sarcosine,0.12967248853267641,0.69951782394667406,1.0
Serine,0.68217376390294848,0.039750534194742081,0.087084974334501547
Spermidine,0.51563258563455872,0.020302103613551621,0.10528430778618773
Spermine,0.58100457413630768,0.020302103613551621,0.014272480125881304
Suberic acid,-1.2726389295069787,0.51673110684014256,0.89073204850014598
Taurine,1.1833781103911387,1.2896150340353588e-05,9.596688995150937e-07
Theophylline,-0.064135796828371699,0.94437234538455728,1.0
Threonine,-0.54427886050974328,0.0018984203997450347,0.0095117014277489361
Thymine,0.19313428080441811,0.61652950121899863,0.91795665152242822
Trans-4 Hydroxytamoxifen,0.19526778959424917,0.51673110684014256,0.84777674704948935
Tryptophan,-0.0079593561215259758,0.78554031958663928,1.0
Tyrosine,-0.48132415357781955,0.35097038188101598,0.48220607218800843
Uracil,-0.34239903085275236,0.35097038188101598,0.92314418086723693
Urocanic acid,-0.02911054778450153,0.777232580744466,1.0
Valine,0.0097292316833434474,0.89376146439933335,1.0
Vidarabine,0.40725447039423329,0.35097038188101598,0.87110509998133034
Xanthine,-0.11521518180729258,0.55352345170869577,1.0
