Metabolite Name,Log2 Fold Change,Mann-Whitney P Value FDR Adjusted,T-test P value FDR Adjusted
Bicine,1.5685395495550123,0.034116084849040586,0.23047628278742346
Biliverdin,-0.16613185468919009,0.59479307913233082,1.0
Biotin,-0.29756874659109445,0.84475974267618947,1.0
Bradykinin,0.6209125835177105,0.10511932408885724,0.31978508234201541
Bradykinin hydroxyproline,0.49194342006761943,0.10322830947583338,0.68769899451879912
Cadaverine,-0.34238921787832893,0.15119457635183767,0.53077926116854013
Caffeine,0.18056641824327047,1.0,1.0
Carnitine,0.56104571840397466,0.062000221461167078,0.097520688748460149
Catechol,0.37752992805228958,0.3993806253244877,0.90847730008462124
Cholesterol,0.4879868630622341,0.10511932408885724,0.13390610657578433
Ciliatine (2-Aminoethylphosphonate),0.067539978582713073,0.59479307913233082,1.0
Citrate,-0.63528094751030317,0.61073462622765839,0.68769899451879912
Citrulline,0.96687693635360972,0.15550383259770462,0.11464640978276372
Creatinine,-0.4466124384715443,0.30763510879645978,0.3904592794142801
Cystathionine,0.21723130281381278,0.72387495467630558,0.98578995722957652
Cysteine,2.8121388475165694,0.042870730062196126,0.051422255107870331
Cytidine,0.81414168267445386,0.11676708568819255,0.39524550411903953
Cytidine monophosphate (CMP),0.032636147044907804,0.85500123159538732,1.0
Dehydroepiandrosterone sulfate (DHEA-S),0.4502271939086061,0.80304957190750215,1.0
Deoxyuridine,0.54182980127213198,0.26215239602968404,0.42850395571866573
Dihydroxyacetonephosphate (DHAP),0.097529004952784562,0.78054540524607263,1.0
Dimethylbenzimidazole,0.45683946327931418,0.88692783673324627,0.68769899451879912
Erythritol,-0.087284777026448615,0.89074002703803279,1.0
Ethylmalonate,0.08311772183365948,0.3993806253244877,1.0
Fructose,-0.92325549577306165,0.33628916313316215,0.54676181291986858
Fructose-6-phosphate,0.51990195584728471,0.3993806253244877,0.56617758756874093
Fumarate (trans-Butenedioate),0.75456602198724565,0.16027706018093935,0.29523622965335644
g-Glutamylcysteine,0.53303488065219529,0.42912905190209899,1.0
g-Glutamylglutamine,-0.53135082031020786,0.56990720855946819,0.57957857764322107
Glucose,-0.70337668369198025,0.3576812995277468,0.47648464642344551
Glutamate,0.76919958847273351,0.042870730062196126,0.051422255107870331
Glutamine,0.41630105154824187,0.36609012963208826,0.51301797581058572
Glutarate (Pentanedioate),0.13726263259211713,0.80304957190750215,1.0
Glutathione reduced (GSH),-0.65447085884251111,0.21504182690136503,0.64706542295126446
Glycerate,0.26395515458221153,0.3993806253244877,0.82233011650547205
Glycerol,0.48562148792463161,0.16027706018093935,0.24164838307950251
Glycerol-3-phosphate (G3P),0.8726092774479085,0.048757387946197883,0.08256096632273488
Glycerophosphorylcholine (GPC),0.51204081320056949,0.34159507301657649,0.5420628339434489
Glycine,0.67126512446293618,0.060633955661911293,0.092288151326253925
Glycocholate (GCA),0.62146372496051594,0.61073462622765839,1.0
Guanine,0.31167379055357564,0.84475974267618947,1.0
Guanosine,-0.033546732314265075,0.948773244041349,1.0
Heptadecanoate (Margarate; 17:0),0.66179983357735617,0.16536613125833302,0.19754776253419964
Hexanoylcarnitine (C6 AC),0.24328717893944954,0.46277271340203419,1.0
Hippurate (Benzoylglycine),-0.057766765079306441,0.75396282891714161,1.0
Histamine,-0.22823230054249821,0.53665089557490386,1.0
Histidine,0.55277676671825304,0.10511932408885724,0.13390610657578433
Histidinol,-0.076916516853961767,0.93523864838787019,1.0
Homocysteine,0.86388741371265765,0.034116084849040586,0.02389816545358971
Homoserine lactone,0.078849253410495798,0.91588906407491932,1.0
Hydroxyphenylpyruvate,-0.29131737247200973,0.59479307913233082,0.93171325365283997
Hydroxyproline,0.62489420455165212,0.36609012963208826,0.40633122723538273
Hypotaurine,0.39726060064312918,0.70263783998969054,0.87755094983203907
Hypoxanthine,0.46484884869808518,0.093092936531606801,0.13065107228328809
Imidazolelactate,0.0,1.0,1.0
Indolelactate,0.0,1.0,1.0
Indoxylsulfate,-0.66085156726926431,0.78054540524607263,1.0
Inosine,-0.028366966664066916,0.89074002703803279,1.0
Inositol-1-phosphate (I1P),0.41590809022144321,0.18307317018079475,0.47648464642344551
"Isobar 1 includes mannose, fructose, glucose, galactose",-0.5097496721371314,0.36609012963208826,0.5420628339434489
"Isobar 17 includes arginine, N-alpha-acetyl-ornithine",0.337991274016051,0.28785994421252908,0.61753974176505722
"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",0.59956975488464015,0.3993806253244877,0.40633122723538273
"Isobar 19 includes D-saccharic acid,1,5-anhydro-D-glucitol",-0.030674075621414561,0.84475974267618947,1.0
"Isobar 2 includes 2-aminoisobutyric acid,3-amino-isobutyrate",0.57423346370692974,0.082355254592167276,0.14443391452405396
"Isobar 21 includes gamma-aminobutyryl-L-histidine, L-anserine",0.55512349277685802,0.29074137982956871,0.43910909513151664
"Isobar 22 includes glutamic acid, O-acetyl-L-serine",0.46700924804017324,0.10322830947583338,0.12671385761188309
"Isobar 24 includes L-arabitol, adonitol",0.36880542319503196,0.28785994421252908,0.51021106321375953
"Isobar 28 includes L-threonine, L-allothreonine, L-homoserine",0.4584663891083563,0.34159507301657649,0.53077926116854013
"Isobar 29 includes R,S-hydroorotic acid, 5,6-dihydroorotic acid",-0.39285798469009542,0.15119457635183767,0.47648464642344551
"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate",0.75838784162647099,0.060633955661911293,0.051422255107870331
"Isobar 30 includes maltotetraose, stachyose",-0.30188879980125854,0.3993806253244877,1.0
"Isobar 31 includes 1-kestose,maltotriose, melezitose",0.032591882345387131,0.72387495467630558,1.0
"Isobar 32 includes N-acetyl-D-glucosamine, N-acetyl-D-mannosamin",0.36711919897589274,0.21504182690136503,0.5420628339434489
"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate",0.0,1.0,1.0
"Isobar 4 includes Gluconic acid, DL-arabinose, D-ribose, L-xylose",-0.026400038897875313,0.948773244041349,1.0
"Isobar 40 includes Maltotetraose, stachyose",-0.59586812056894656,0.372416988914684,0.61753974176505722
"Isobar 6 includes valine, betaine",0.37608601889054377,0.18307317018079475,0.22611753402251378
Isobar glycochenodeoxycholic acid/glycodeoxycholic acid,0.0,1.0,1.0
Isoleucine,0.27158155020398056,0.34159507301657649,0.52762447211634356
Kynurenate,1.0003410537969768,0.034116084849040586,0.019368391711057045
Kynurenine,0.85805190663644282,0.060633955661911293,0.055329633641220836
Lactate,0.095910529624901888,0.72387495467630558,1.0
Laurate (12:0),0.062091909269810272,0.82789818200290533,1.0
Leucine,0.60173015469906088,0.07726690743637768,0.092288151326253925
Linoleate (18:2n6),0.69959885259634558,0.14381066172950258,0.12671385761188309
Lysine,0.33473412508316186,0.26905451670649855,0.5420628339434489
Malate,0.59733044706219884,0.048757387946197883,0.092288151326253925
Mannose,-0.55754801052854841,1.0,0.82233011650547205
Mannose-6-phosphate,0.50880759455717806,0.35253978028930216,0.62454276634270045
Methionine,0.45553527276913597,0.16027706018093935,0.21411211948107117
Methylglutarate,-0.090520129118535422,0.8652601101083045,1.0
myo-Inositol,-0.082339081094711178,0.80304957190750215,1.0
Myristate (14:0),0.63354571620115108,0.060633955661911293,0.08256096632273488
N-6-trimethyllysine,0.37251106975599513,0.34159507301657649,0.52762447211634356
N-Acetylaspartate (NAA),0.80440714910681133,0.082355254592167276,0.08256096632273488
N-Acetylgalactosamine,1.5401680035098637,0.034116084849040586,0.012638797844409017
N-Acetylglucosamine,1.0738921144055864,0.048757387946197883,0.055329633641220836
N-Acetylglucosaminylamine,1.1342335797373644,0.060274919866897633,0.092288151326253925
N-Acetylneuraminate,-0.20837194621541927,0.63615926321892191,1.0
N-Carbamoylaspartate,0.83877787898640788,0.41418601828365365,0.87755094983203907
Nicotinamide,0.10680603893702738,0.72387495467630558,1.0
Nicotinamide adenine dinucleotide (NAD+),2.6252973023289981,0.070258811505177432,0.82695338676384411
Nicotinamide Ribonucleotide (NMN),0.0,1.0,1.0
Octadecanoic acid,0.2667260177937405,0.15687330977653119,0.40633122723538273
Ofloxacin,-0.098202622426445618,0.78054540524607263,1.0
Oleate (18:1n9),0.69638644266593064,0.42307694022639675,0.5420628339434489
Ornithine,0.17294340187591062,0.61073462622765839,1.0
Orotidine-5'-phosphate,0.86614646240021509,0.10384661763276466,0.15127280782125349
Orthophosphate (Pi),0.70817528403418029,0.064464054721745642,0.0966451142083532
Oxalate (Ethanedioate),0.63469419075940547,0.15119457635183767,0.13390610657578433
Oxoproline,0.48432567676834032,0.13087384291337228,0.14443391452405396
Palmitate (16:0),0.38055888890990713,0.096412874751183861,0.20930830545145465
Palmitoleate (16:1n7),0.55048190352180659,0.42668633335129075,0.5420628339434489
Pantothenate,0.4818426059564081,0.23089751186183066,0.39524550411903953
Paraxanthine,0.15226722227282291,0.93071029841644393,1.0
Phenylalanine,0.38147836268374274,0.11581262032344163,0.20331905632077638
Phosphoenolpyruvate (PEP,0.89751738793866731,0.84475974267618947,0.73617899105457307
Phosphoethanolamine,0.29596577349645437,0.46277271340203419,1.0
Phosphoserine,0.20783497925961764,0.082355254592167276,0.13390610657578433
p-Hydroxyphenylacetate (HPA),3.2034265038149171e-16,1.0,1.0
p-Hydroxyphenyllactate (HPLA),0.074188557546119402,0.65831421491012176,1.0
Picolinate,0.048205507076623286,1.0,1.0
Pipecolate,-0.17110193736171125,0.80304957190750215,1.0
Proline,0.59031009482260588,0.087436904177458627,0.095599913720423632
Putrescine,-2.404846845530078,0.84475974267618947,0.33390999265470722
Pyridoxamine,-0.48634330686103883,0.41426483781612583,0.61753974176505722
Pyrophosphate (PPi),0.31702130462201072,0.40989446997078688,1.0
Quinolinate,0.18680276714652036,0.52285104201731214,1.0
Riboflavin (Vitamin B2),0.65510857305564052,0.082355254592167276,0.15451740948245216
Ribose,-0.34567505269416188,0.948773244041349,1.0
S-Adenosylhomocysteine (SAH),0.47553722450479452,0.16027706018093935,0.21076132206740986
S-Adenosylmethionine (SAM),0.23103976285849392,0.21886303234590085,0.44249314889881963
Sarcosine (N-Methylglycine),0.1766383688046658,0.096412874751183861,0.33390999265470722
Serine,0.40030984528742736,0.20007714136590277,0.40633122723538273
Sorbitol,-0.16708751882432701,0.80837815959191528,1.0
Spermidine,-1.1128293475139366,1.0,0.62454276634270045
Spermine,-1.869929584096756,0.38545486720104716,0.22556117040963242
Suberate (Octanedioate),0.08174223237349415,0.46502718868560633,0.87755094983203907
Succinate,-1.2973007193923856,0.47222800674190668,0.51021106321375953
Sucrose/Maltose,-0.26131197720960048,0.48585220953352226,1.0
Tartarate,-0.24355007635962012,0.92116572704594979,1.0
Taurine,-0.3565219870248606,0.12163046679362444,0.22492484882875957
Threonine,0.51693265314899051,0.093092936531606801,0.13065107228328809
Thymine,3.2034265038149171e-16,1.0,1.0
Thyroxine,-0.20079316957318796,0.948773244041349,1.0
Topiramate,-3.4035331026609827,1.0,1.0
"trans-2, 3, 4-Trimethoxycinnamate",0.0,1.0,1.0
Tryptophan,0.43289177966120845,0.087436904177458627,0.11647797862984305
Tyrosine,0.43981367112922287,0.15119457635183767,0.19754776253419964
UDP-N-acetylmuraminate (UDP-MurNAc),0.28903362432497498,0.39571013566176549,0.87755094983203907
Uracil,1.2047591046161592,0.048757387946197883,0.11647797862984305
Urate,-0.25516663928823669,0.3576812995277468,0.5669557917827589
Urea,-0.086032446029314799,0.84475974267618947,1.0
Uridine,0.676541214519775,0.034116084849040586,0.035477762388465506
Valine,0.38861384199628463,0.15119457635183767,0.21076132206740986
Xanthine,1.3590438239335665,0.16027706018093935,0.13390610657578433
Xanthosine,1.7077406012046499,0.062000221461167078,0.20930830545145465
Xylitol,0.66057439480766078,0.33265578793857925,0.43910909513151664
